rate,width,wiring,seed,auc_foods,auc_success,episodes_to_30pct_success,episodes_to_90pct_foods_plateau,primary_censored
1e-4,wide,rn,87,19.223333,0.871000,76.000000,388.000000,0
1e-4,wide,rn,88,18.923333,0.813000,119.000000,167.000000,0
1e-4,wide,rn,89,19.123667,0.835000,149.000000,240.000000,0
1e-4,wide,rn,90,18.763333,0.784667,180.000000,288.000000,0
1e-4,wide,rn,91,18.437667,0.736667,279.000000,313.000000,0
1e-4,wide,rn,92,18.797000,0.652667,273.000000,309.000000,0
1e-4,wide,rn,93,19.215333,0.872000,83.000000,345.000000,0
1e-4,wide,rn,94,19.223333,0.872667,198.000000,267.000000,0
1e-4,wide,rn,95,18.321000,0.726667,235.000000,344.000000,0
1e-4,wide,rn,96,18.625333,0.775667,238.000000,281.000000,0
1e-3,pooled,wt,1,18.926667,0.755000,309.000000,328.000000,0
1e-3,pooled,wt,2,18.089667,0.560000,471.000000,472.000000,0
1e-3,pooled,wt,3,17.886333,0.497333,498.000000,464.000000,0
1e-3,pooled,wt,4,17.848000,0.483333,430.000000,384.000000,0
1e-3,pooled,wt,5,19.169000,0.812667,172.000000,234.000000,0
1e-3,pooled,wt,6,16.791333,0.364333,813.000000,604.000000,0
1e-3,pooled,wt,7,15.957667,0.258000,1218.000000,536.000000,0
1e-3,pooled,wt,8,17.449667,0.457667,372.000000,372.000000,0
1e-3,pooled,wt,9,17.368667,0.386667,634.000000,522.000000,0
1e-3,pooled,wt,10,18.038667,0.638000,357.000000,408.000000,0
1e-3,pooled,wt,11,18.386667,0.600000,360.000000,401.000000,0
1e-3,pooled,wt,12,16.005000,0.238333,1914.000000,206.000000,0
1e-3,pooled,wt,13,11.063333,0.039333,3000.000000,249.000000,1
1e-3,pooled,wt,14,14.228000,0.086000,3000.000000,1084.000000,1
1e-3,pooled,wt,15,17.146667,0.594000,225.000000,281.000000,0
1e-3,pooled,wt,16,17.010000,0.486333,647.000000,591.000000,0
1e-3,pooled,wt,17,16.690333,0.534000,477.000000,749.000000,0
1e-3,pooled,wt,18,15.971667,0.193667,1758.000000,502.000000,0
1e-3,pooled,wt,19,14.312000,0.271333,1386.000000,1386.000000,0
1e-3,pooled,wt,20,17.589667,0.444333,554.000000,550.000000,0
1e-3,pooled,wt,21,16.545333,0.457333,591.000000,816.000000,0
1e-3,pooled,wt,22,15.955667,0.216667,1589.000000,221.000000,0
1e-3,pooled,wt,23,7.935667,0.009000,3000.000000,867.000000,1
1e-3,pooled,wt,24,19.457000,0.847333,202.000000,224.000000,0
1e-3,pooled,wt,25,16.561333,0.452000,528.000000,1.000000,0
1e-3,pooled,wt,26,14.941333,0.158667,3000.000000,245.000000,1
1e-3,pooled,wt,27,16.404000,0.297333,1250.000000,309.000000,0
1e-3,pooled,wt,28,18.129000,0.628333,358.000000,383.000000,0
1e-3,pooled,wt,29,17.850000,0.628667,361.000000,394.000000,0
1e-3,pooled,wt,30,18.906333,0.785333,217.000000,236.000000,0
1e-3,pooled,wt,31,14.263000,0.098667,3000.000000,822.000000,1
1e-3,pooled,wt,32,16.791000,0.479667,582.000000,616.000000,0
1e-3,pooled,wt,33,16.219667,0.272333,1057.000000,802.000000,0
1e-3,pooled,wt,34,14.585333,0.297667,663.000000,575.000000,0
1e-3,pooled,wt,35,19.032333,0.731333,225.000000,268.000000,0
1e-3,pooled,wt,36,17.102333,0.524000,379.000000,504.000000,0
1e-3,pooled,wt,37,18.331000,0.604667,319.000000,359.000000,0
1e-3,pooled,wt,38,18.666000,0.770333,221.000000,286.000000,0
1e-3,pooled,wt,39,4.705667,0.000667,3000.000000,627.000000,1
1e-3,pooled,wt,40,13.553667,0.094667,3000.000000,528.000000,1
1e-3,pooled,wt,41,18.553667,0.654333,387.000000,427.000000,0
1e-3,pooled,wt,42,18.460667,0.693667,243.000000,353.000000,0
1e-3,pooled,wt,43,14.401333,0.112000,3000.000000,428.000000,1
1e-3,pooled,wt,44,17.285000,0.539000,661.000000,844.000000,0
1e-3,pooled,wt,45,16.474000,0.290333,1235.000000,532.000000,0
1e-3,pooled,wt,46,17.454000,0.415667,435.000000,384.000000,0
1e-3,pooled,wt,47,18.294000,0.647333,314.000000,368.000000,0
1e-3,pooled,wt,48,14.762000,0.290333,802.000000,420.000000,0
1e-3,pooled,wt,49,18.145667,0.536333,425.000000,428.000000,0
1e-3,pooled,wt,50,13.667000,0.098667,3000.000000,563.000000,1
1e-3,pooled,wt,51,18.782667,0.639000,396.000000,382.000000,0
1e-3,pooled,wt,52,12.417667,0.130333,3000.000000,529.000000,1
1e-3,pooled,wt,53,16.106333,0.405000,457.000000,388.000000,0
1e-3,pooled,wt,54,16.187333,0.252000,781.000000,447.000000,0
1e-3,pooled,wt,55,16.167333,0.463667,320.000000,290.000000,0
1e-3,pooled,wt,56,15.650000,0.294667,1278.000000,1278.000000,0
1e-3,pooled,wt,57,16.075667,0.244000,1111.000000,390.000000,0
1e-3,pooled,wt,58,16.391000,0.303333,814.000000,567.000000,0
1e-3,pooled,wt,59,17.898000,0.542000,368.000000,327.000000,0
1e-3,pooled,wt,60,14.247000,0.073333,3000.000000,358.000000,1
1e-3,pooled,wt,61,18.237000,0.640333,279.000000,305.000000,0
1e-3,pooled,wt,62,16.710333,0.395667,708.000000,373.000000,0
1e-3,pooled,wt,63,18.556667,0.672667,258.000000,347.000000,0
1e-3,pooled,wt,64,14.992333,0.293000,1035.000000,916.000000,0
1e-3,pooled,wt,65,18.922667,0.773667,160.000000,220.000000,0
1e-3,pooled,wt,66,17.612667,0.577333,383.000000,462.000000,0
1e-3,pooled,wt,67,5.820333,0.000000,3000.000000,2113.000000,1
1e-3,pooled,wt,68,17.254667,0.384000,636.000000,338.000000,0
1e-3,pooled,wt,69,18.800333,0.729000,341.000000,389.000000,0
1e-3,pooled,wt,70,15.317000,0.179000,3000.000000,347.000000,1
1e-3,pooled,wt,71,16.027667,0.230000,1220.000000,711.000000,0
1e-3,pooled,wt,72,17.542333,0.447333,542.000000,477.000000,0
1e-3,pooled,wt,73,16.561333,0.293667,1634.000000,531.000000,0
1e-3,pooled,wt,74,15.778000,0.188000,1999.000000,230.000000,0
1e-3,pooled,wt,75,11.258000,0.034333,3000.000000,790.000000,1
1e-3,pooled,wt,76,16.944000,0.364667,750.000000,2.000000,0
1e-3,pooled,wt,77,14.322333,0.160667,3000.000000,929.000000,1
1e-3,pooled,wt,78,17.370667,0.582333,297.000000,286.000000,0
1e-3,pooled,wt,79,19.031333,0.790667,283.000000,331.000000,0
1e-3,pooled,wt,80,15.578333,0.316333,852.000000,700.000000,0
1e-3,pooled,wt,81,15.780000,0.442667,2.000000,787.000000,0
1e-3,pooled,wt,82,15.938333,0.216667,1352.000000,624.000000,0
1e-3,pooled,wt,83,16.992000,0.340667,644.000000,576.000000,0
1e-3,pooled,wt,84,17.809333,0.493000,432.000000,326.000000,0
1e-3,pooled,wt,85,18.893667,0.701333,201.000000,221.000000,0
1e-3,pooled,wt,86,19.163333,0.833000,182.000000,214.000000,0
1e-3,pooled,wt,87,16.679000,0.521000,643.000000,910.000000,0
1e-3,pooled,wt,88,16.366667,0.476000,220.000000,242.000000,0
1e-3,pooled,wt,89,8.108000,0.011333,3000.000000,1608.000000,1
1e-3,pooled,wt,90,17.716333,0.628000,323.000000,428.000000,0
1e-3,pooled,wt,91,9.982333,0.029000,3000.000000,561.000000,1
1e-3,pooled,wt,92,16.925667,0.460667,920.000000,524.000000,0
1e-3,pooled,wt,93,14.618333,0.248000,952.000000,745.000000,0
1e-3,pooled,wt,94,18.355000,0.630667,524.000000,571.000000,0
1e-3,pooled,wt,95,18.390000,0.671000,218.000000,275.000000,0
1e-3,pooled,wt,96,15.970000,0.307333,777.000000,361.000000,0
1e-3,pooled,rn,1,19.279667,0.835667,109.000000,214.000000,0
1e-3,pooled,rn,2,19.310667,0.827667,229.000000,282.000000,0
1e-3,pooled,rn,3,18.691333,0.645667,249.000000,281.000000,0
1e-3,pooled,rn,4,18.355000,0.563333,302.000000,308.000000,0
1e-3,pooled,rn,5,16.346333,0.301000,1622.000000,584.000000,0
1e-3,pooled,rn,6,16.770000,0.450333,432.000000,419.000000,0
1e-3,pooled,rn,7,18.373667,0.565000,457.000000,467.000000,0
1e-3,pooled,rn,8,14.377000,0.319333,1497.000000,1892.000000,0
1e-3,pooled,rn,9,17.186667,0.367333,819.000000,501.000000,0
1e-3,pooled,rn,10,17.765333,0.532000,270.000000,289.000000,0
1e-3,pooled,rn,11,11.207333,0.065333,3000.000000,284.000000,1
1e-3,pooled,rn,12,17.076333,0.314333,749.000000,462.000000,0
1e-3,pooled,rn,13,14.961333,0.333333,779.000000,692.000000,0
1e-3,pooled,rn,14,19.160667,0.806667,232.000000,332.000000,0
1e-3,pooled,rn,15,14.969333,0.297333,1083.000000,679.000000,0
1e-3,pooled,rn,16,18.730333,0.742333,269.000000,320.000000,0
1e-3,pooled,rn,17,12.789000,0.178000,1568.000000,930.000000,0
1e-3,pooled,rn,18,18.304000,0.587333,392.000000,390.000000,0
1e-3,pooled,rn,19,18.238333,0.618000,250.000000,345.000000,0
1e-3,pooled,rn,20,18.348000,0.718667,401.000000,454.000000,0
1e-3,pooled,rn,21,15.044000,0.267000,1124.000000,1007.000000,0
1e-3,pooled,rn,22,18.746333,0.749000,126.000000,259.000000,0
1e-3,pooled,rn,23,16.529667,0.450667,676.000000,831.000000,0
1e-3,pooled,rn,24,19.463000,0.901667,176.000000,248.000000,0
1e-3,pooled,rn,25,18.762333,0.780000,247.000000,292.000000,0
1e-3,pooled,rn,26,18.581000,0.647000,219.000000,239.000000,0
1e-3,pooled,rn,27,19.000000,0.844667,287.000000,337.000000,0
1e-3,pooled,rn,28,16.601333,0.289000,924.000000,374.000000,0
1e-3,pooled,rn,29,18.282667,0.639333,361.000000,408.000000,0
1e-3,pooled,rn,30,17.963333,0.597000,409.000000,419.000000,0
1e-3,pooled,rn,31,17.621000,0.483333,892.000000,904.000000,0
1e-3,pooled,rn,32,17.429333,0.486333,481.000000,474.000000,0
1e-3,pooled,rn,33,18.304000,0.653333,399.000000,447.000000,0
1e-3,pooled,rn,34,18.254667,0.661667,235.000000,332.000000,0
1e-3,pooled,rn,35,17.181667,0.459333,471.000000,467.000000,0
1e-3,pooled,rn,36,18.761333,0.797667,288.000000,350.000000,0
1e-3,pooled,rn,37,15.228667,0.320333,786.000000,784.000000,0
1e-3,pooled,rn,38,18.530000,0.696333,289.000000,364.000000,0
1e-3,pooled,rn,39,18.549667,0.697000,348.000000,572.000000,0
1e-3,pooled,rn,40,17.457333,0.424667,573.000000,491.000000,0
1e-3,pooled,rn,41,18.513333,0.626333,397.000000,390.000000,0
1e-3,pooled,rn,42,16.982333,0.411000,566.000000,536.000000,0
1e-3,pooled,rn,43,18.515333,0.747333,356.000000,409.000000,0
1e-3,pooled,rn,44,15.943333,0.409333,632.000000,673.000000,0
1e-3,pooled,rn,45,15.819333,0.391000,490.000000,317.000000,0
1e-3,pooled,rn,46,17.756667,0.588000,381.000000,409.000000,0
1e-3,pooled,rn,47,18.599667,0.773333,260.000000,309.000000,0
1e-3,pooled,rn,48,13.959333,0.166667,3000.000000,699.000000,1
1e-3,pooled,rn,49,16.796333,0.309000,1298.000000,564.000000,0
1e-3,pooled,rn,50,17.172667,0.376333,691.000000,561.000000,0
1e-3,pooled,rn,51,14.553667,0.166000,3000.000000,474.000000,1
1e-3,pooled,rn,52,15.463333,0.405333,719.000000,307.000000,0
1e-3,pooled,rn,53,11.278667,0.098333,3000.000000,800.000000,1
1e-3,pooled,rn,54,17.092000,0.443333,427.000000,457.000000,0
1e-3,pooled,rn,55,18.463333,0.686000,375.000000,400.000000,0
1e-3,pooled,rn,56,17.005000,0.492000,316.000000,311.000000,0
1e-3,pooled,rn,57,14.111000,0.124333,3000.000000,893.000000,1
1e-3,pooled,rn,58,18.440333,0.590333,304.000000,310.000000,0
1e-3,pooled,rn,59,17.101667,0.553000,405.000000,380.000000,0
1e-3,pooled,rn,60,18.772333,0.737667,172.000000,237.000000,0
1e-3,pooled,rn,61,18.506667,0.700333,173.000000,217.000000,0
1e-3,pooled,rn,62,17.698667,0.450333,271.000000,242.000000,0
1e-3,pooled,rn,63,16.500667,0.241000,550.000000,364.000000,0
1e-3,pooled,rn,64,18.684000,0.812667,289.000000,351.000000,0
1e-3,pooled,rn,65,15.599000,0.276333,888.000000,602.000000,0
1e-3,pooled,rn,66,14.807667,0.263333,1001.000000,484.000000,0
1e-3,pooled,rn,67,17.246333,0.403000,702.000000,436.000000,0
1e-3,pooled,rn,68,18.002667,0.681667,306.000000,290.000000,0
1e-3,pooled,rn,69,11.817667,0.070333,3000.000000,457.000000,1
1e-3,pooled,rn,70,16.132000,0.480333,528.000000,658.000000,0
1e-3,pooled,rn,71,18.302333,0.688333,310.000000,402.000000,0
1e-3,pooled,rn,72,12.917000,0.086667,3000.000000,885.000000,1
1e-3,pooled,rn,73,18.581667,0.717667,261.000000,447.000000,0
1e-3,pooled,rn,74,17.250667,0.429667,472.000000,537.000000,0
1e-3,pooled,rn,75,17.310333,0.626000,246.000000,292.000000,0
1e-3,pooled,rn,76,18.285333,0.511333,509.000000,466.000000,0
1e-3,pooled,rn,77,16.382333,0.425333,268.000000,350.000000,0
1e-3,pooled,rn,78,19.456667,0.888333,138.000000,235.000000,0
1e-3,pooled,rn,79,18.697000,0.786667,279.000000,342.000000,0
1e-3,pooled,rn,80,17.954333,0.563333,391.000000,396.000000,0
1e-3,pooled,rn,81,17.827000,0.549000,432.000000,481.000000,0
1e-3,pooled,rn,82,16.992333,0.473667,690.000000,592.000000,0
1e-3,pooled,rn,83,14.610333,0.223000,1098.000000,633.000000,0
1e-3,pooled,rn,84,17.355333,0.607667,662.000000,795.000000,0
1e-3,pooled,rn,85,17.602333,0.426667,432.000000,396.000000,0
1e-3,pooled,rn,86,19.170000,0.856333,212.000000,277.000000,0
1e-3,pooled,rn,87,18.976667,0.833667,240.000000,322.000000,0
1e-3,pooled,rn,88,18.591667,0.658000,363.000000,432.000000,0
1e-3,pooled,rn,89,18.780000,0.722333,358.000000,397.000000,0
1e-3,pooled,rn,90,15.871000,0.337667,1072.000000,465.000000,0
1e-3,pooled,rn,91,11.039000,0.044000,3000.000000,693.000000,1
1e-3,pooled,rn,92,16.579667,0.268667,925.000000,408.000000,0
1e-3,pooled,rn,93,16.889000,0.298667,1300.000000,374.000000,0
1e-3,pooled,rn,94,17.001667,0.494333,473.000000,298.000000,0
1e-3,pooled,rn,95,16.651667,0.369667,945.000000,835.000000,0
1e-3,pooled,rn,96,18.788000,0.745667,428.000000,499.000000,0
1e-3,wide,wt,1,18.632000,0.839333,26.000000,38.000000,0
1e-3,wide,wt,2,18.911000,0.863000,32.000000,39.000000,0
1e-3,wide,wt,3,17.604667,0.728333,30.000000,75.000000,0
1e-3,wide,wt,4,16.703000,0.683333,50.000000,240.000000,0
1e-3,wide,wt,5,18.603000,0.818000,36.000000,60.000000,0
1e-3,wide,wt,6,15.417333,0.576000,72.000000,203.000000,0
1e-3,wide,wt,7,10.012333,0.342333,391.000000,393.000000,0
1e-3,wide,wt,8,7.939000,0.179667,30.000000,23.000000,0
1e-3,wide,wt,9,16.062667,0.615000,29.000000,18.000000,0
1e-3,wide,wt,10,16.529000,0.688333,55.000000,105.000000,0
1e-3,wide,wt,11,9.087000,0.323333,42.000000,23.000000,0
1e-3,wide,wt,12,19.100667,0.872000,6.000000,133.000000,0
1e-3,wide,wt,13,16.087000,0.639000,214.000000,57.000000,0
1e-3,wide,wt,14,16.542333,0.597667,89.000000,11.000000,0
1e-3,wide,wt,15,15.582667,0.624667,62.000000,82.000000,0
1e-3,wide,wt,16,14.465667,0.569000,15.000000,30.000000,0
1e-3,wide,wt,17,15.943000,0.652333,78.000000,111.000000,0
1e-3,wide,wt,18,13.432667,0.555667,202.000000,286.000000,0
1e-3,wide,wt,19,12.812333,0.477667,200.000000,140.000000,0
1e-3,wide,wt,20,15.113667,0.565667,8.000000,13.000000,0
1e-3,wide,wt,21,16.206000,0.692333,49.000000,5.000000,0
1e-3,wide,wt,22,17.586667,0.726000,48.000000,48.000000,0
1e-3,wide,wt,23,14.220000,0.549333,139.000000,274.000000,0
1e-3,wide,wt,24,16.332000,0.652667,9.000000,3.000000,0
1e-3,wide,wt,25,17.653000,0.706000,18.000000,22.000000,0
1e-3,wide,wt,26,17.786667,0.758000,10.000000,236.000000,0
1e-3,wide,wt,27,18.758333,0.831000,56.000000,90.000000,0
1e-3,wide,wt,28,18.515333,0.820667,3.000000,17.000000,0
1e-3,wide,wt,29,10.025667,0.321000,3.000000,2.000000,0
1e-3,wide,wt,30,16.686667,0.671000,8.000000,10.000000,0
1e-3,wide,wt,31,17.054667,0.685333,135.000000,115.000000,0
1e-3,wide,wt,32,3.723333,0.119000,214.000000,1.000000,0
1e-3,wide,wt,33,13.366667,0.454000,196.000000,139.000000,0
1e-3,wide,wt,34,9.765000,0.318000,39.000000,10.000000,0
1e-3,wide,wt,35,17.508667,0.734000,3.000000,9.000000,0
1e-3,wide,wt,36,13.559000,0.521000,13.000000,306.000000,0
1e-3,wide,wt,37,16.594667,0.688333,16.000000,18.000000,0
1e-3,wide,wt,38,15.575333,0.617000,2.000000,2.000000,0
1e-3,wide,wt,39,0.001000,0.000000,3000.000000,3000.000000,1
1e-3,wide,wt,40,9.063333,0.340667,311.000000,148.000000,0
1e-3,wide,wt,41,16.876333,0.700333,2.000000,2.000000,0
1e-3,wide,wt,42,6.028333,0.089000,10.000000,1.000000,0
1e-3,wide,wt,43,17.130000,0.708667,55.000000,113.000000,0
1e-3,wide,wt,44,15.531667,0.599667,76.000000,43.000000,0
1e-3,wide,wt,45,11.793667,0.353000,804.000000,71.000000,0
1e-3,wide,wt,46,15.730667,0.635333,135.000000,1.000000,0
1e-3,wide,wt,47,18.308333,0.811667,73.000000,187.000000,0
1e-3,wide,wt,48,10.049667,0.364000,929.000000,976.000000,0
1e-3,wide,wt,49,9.557333,0.282667,876.000000,3.000000,0
1e-3,wide,wt,50,2.228333,0.048000,252.000000,1.000000,0
1e-3,wide,wt,51,10.521000,0.373667,85.000000,239.000000,0
1e-3,wide,wt,52,8.045333,0.288333,35.000000,1.000000,0
1e-3,wide,wt,53,15.307333,0.597000,50.000000,2.000000,0
1e-3,wide,wt,54,10.581000,0.373667,722.000000,1.000000,0
1e-3,wide,wt,55,18.219333,0.779667,20.000000,32.000000,0
1e-3,wide,wt,56,11.165667,0.408000,233.000000,1.000000,0
1e-3,wide,wt,57,9.170667,0.305000,399.000000,372.000000,0
1e-3,wide,wt,58,17.649000,0.729000,23.000000,16.000000,0
1e-3,wide,wt,59,16.484000,0.626333,76.000000,28.000000,0
1e-3,wide,wt,60,17.806333,0.751333,9.000000,13.000000,0
1e-3,wide,wt,61,18.694000,0.822667,3.000000,44.000000,0
1e-3,wide,wt,62,4.435667,0.080000,65.000000,1.000000,0
1e-3,wide,wt,63,18.930667,0.838667,80.000000,216.000000,0
1e-3,wide,wt,64,16.483667,0.667667,43.000000,404.000000,0
1e-3,wide,wt,65,19.084000,0.867000,5.000000,17.000000,0
1e-3,wide,wt,66,5.099333,0.148333,303.000000,6.000000,0
1e-3,wide,wt,67,8.938667,0.276333,1708.000000,1736.000000,0
1e-3,wide,wt,68,18.018000,0.749333,3.000000,14.000000,0
1e-3,wide,wt,69,14.205000,0.478333,169.000000,192.000000,0
1e-3,wide,wt,70,7.908333,0.260667,307.000000,7.000000,0
1e-3,wide,wt,71,11.167333,0.411667,58.000000,1.000000,0
1e-3,wide,wt,72,13.648000,0.498667,192.000000,215.000000,0
1e-3,wide,wt,73,18.052667,0.742667,40.000000,158.000000,0
1e-3,wide,wt,74,16.057333,0.648000,29.000000,22.000000,0
1e-3,wide,wt,75,1.612667,0.000000,3000.000000,1.000000,1
1e-3,wide,wt,76,12.148667,0.376667,229.000000,1.000000,0
1e-3,wide,wt,77,3.212333,0.093333,250.000000,1.000000,0
1e-3,wide,wt,78,10.623000,0.384000,20.000000,4.000000,0
1e-3,wide,wt,79,19.274000,0.886000,40.000000,88.000000,0
1e-3,wide,wt,80,14.799667,0.576000,251.000000,372.000000,0
1e-3,wide,wt,81,2.448000,0.085000,2654.000000,68.000000,0
1e-3,wide,wt,82,13.739000,0.561667,235.000000,493.000000,0
1e-3,wide,wt,83,16.752000,0.629000,377.000000,401.000000,0
1e-3,wide,wt,84,18.343000,0.807667,3.000000,11.000000,0
1e-3,wide,wt,85,17.888667,0.771000,12.000000,14.000000,0
1e-3,wide,wt,86,10.873667,0.430333,16.000000,6.000000,0
1e-3,wide,wt,87,15.181667,0.616667,179.000000,171.000000,0
1e-3,wide,wt,88,17.177667,0.723667,50.000000,94.000000,0
1e-3,wide,wt,89,15.870000,0.622667,224.000000,264.000000,0
1e-3,wide,wt,90,14.931000,0.594000,82.000000,25.000000,0
1e-3,wide,wt,91,9.008333,0.260333,1325.000000,4.000000,0
1e-3,wide,wt,92,16.265000,0.647000,36.000000,36.000000,0
1e-3,wide,wt,93,15.011333,0.647000,99.000000,269.000000,0
1e-3,wide,wt,94,18.587333,0.819000,38.000000,56.000000,0
1e-3,wide,wt,95,8.046000,0.171333,28.000000,10.000000,0
1e-3,wide,wt,96,17.846333,0.762667,73.000000,118.000000,0
1e-3,wide,rn,1,11.564667,0.471667,113.000000,141.000000,0
1e-3,wide,rn,2,2.587333,0.031000,5.000000,1.000000,0
1e-3,wide,rn,3,9.637333,0.340333,225.000000,225.000000,0
1e-3,wide,rn,4,0.972333,0.007333,5.000000,3000.000000,0
1e-3,wide,rn,5,12.415333,0.409667,2.000000,1.000000,0
1e-3,wide,rn,6,6.116667,0.135000,552.000000,13.000000,0
1e-3,wide,rn,7,12.111333,0.423333,808.000000,788.000000,0
1e-3,wide,rn,8,12.657333,0.470000,53.000000,1.000000,0
1e-3,wide,rn,9,14.032000,0.558667,309.000000,344.000000,0
1e-3,wide,rn,10,8.568667,0.293000,8.000000,6.000000,0
1e-3,wide,rn,11,3.050667,0.051333,16.000000,3000.000000,0
1e-3,wide,rn,12,16.129333,0.665000,2.000000,2.000000,0
1e-3,wide,rn,13,5.821000,0.176333,28.000000,1.000000,0
1e-3,wide,rn,14,1.454333,0.021667,3.000000,1.000000,0
1e-3,wide,rn,15,5.202667,0.155000,13.000000,3000.000000,0
1e-3,wide,rn,16,15.034333,0.593333,5.000000,5.000000,0
1e-3,wide,rn,17,15.438333,0.612000,66.000000,392.000000,0
1e-3,wide,rn,18,12.174333,0.454667,26.000000,54.000000,0
1e-3,wide,rn,19,0.367667,0.007667,3000.000000,3000.000000,1
1e-3,wide,rn,20,13.599333,0.540000,3.000000,1467.000000,0
1e-3,wide,rn,21,2.251667,0.052000,367.000000,2.000000,0
1e-3,wide,rn,22,1.557333,0.040333,13.000000,1.000000,0
1e-3,wide,rn,23,4.154333,0.105667,43.000000,18.000000,0
1e-3,wide,rn,24,15.942333,0.619333,3.000000,5.000000,0
1e-3,wide,rn,25,15.215667,0.630333,3.000000,3.000000,0
1e-3,wide,rn,26,13.816000,0.482000,23.000000,28.000000,0
1e-3,wide,rn,27,14.194000,0.578667,160.000000,235.000000,0
1e-3,wide,rn,28,11.217333,0.368667,22.000000,3.000000,0
1e-3,wide,rn,29,7.596000,0.262000,9.000000,6.000000,0
1e-3,wide,rn,30,13.947333,0.587000,557.000000,600.000000,0
1e-3,wide,rn,31,17.456333,0.729667,29.000000,76.000000,0
1e-3,wide,rn,32,6.831667,0.225333,52.000000,1.000000,0
1e-3,wide,rn,33,14.770667,0.557333,86.000000,40.000000,0
1e-3,wide,rn,34,2.412667,0.063667,550.000000,2.000000,0
1e-3,wide,rn,35,15.018333,0.556333,6.000000,7.000000,0
1e-3,wide,rn,36,16.945333,0.713333,9.000000,10.000000,0
1e-3,wide,rn,37,12.636667,0.470333,16.000000,13.000000,0
1e-3,wide,rn,38,10.031000,0.315000,2.000000,1.000000,0
1e-3,wide,rn,39,15.858333,0.647000,49.000000,235.000000,0
1e-3,wide,rn,40,13.310333,0.463000,15.000000,248.000000,0
1e-3,wide,rn,41,10.855667,0.398000,6.000000,235.000000,0
1e-3,wide,rn,42,1.656333,0.030000,129.000000,1.000000,0
1e-3,wide,rn,43,14.561333,0.544333,239.000000,331.000000,0
1e-3,wide,rn,44,6.614333,0.129667,2194.000000,93.000000,0
1e-3,wide,rn,45,15.677000,0.619333,20.000000,93.000000,0
1e-3,wide,rn,46,6.204333,0.228667,13.000000,1.000000,0
1e-3,wide,rn,47,10.133667,0.323000,10.000000,7.000000,0
1e-3,wide,rn,48,12.192333,0.410333,252.000000,274.000000,0
1e-3,wide,rn,49,13.179667,0.483333,93.000000,560.000000,0
1e-3,wide,rn,50,6.498333,0.143333,235.000000,3.000000,0
1e-3,wide,rn,51,13.499000,0.454000,29.000000,45.000000,0
1e-3,wide,rn,52,12.734000,0.430000,13.000000,26.000000,0
1e-3,wide,rn,53,8.187333,0.261333,785.000000,1.000000,0
1e-3,wide,rn,54,10.565667,0.367333,16.000000,18.000000,0
1e-3,wide,rn,55,0.007333,0.000000,3000.000000,3000.000000,1
1e-3,wide,rn,56,6.500333,0.214333,12.000000,1.000000,0
1e-3,wide,rn,57,15.921333,0.656667,86.000000,162.000000,0
1e-3,wide,rn,58,17.621000,0.768333,136.000000,427.000000,0
1e-3,wide,rn,59,13.728667,0.509667,229.000000,241.000000,0
1e-3,wide,rn,60,13.450667,0.506000,15.000000,25.000000,0
1e-3,wide,rn,61,14.879000,0.563667,70.000000,3.000000,0
1e-3,wide,rn,62,14.520667,0.570000,8.000000,1.000000,0
1e-3,wide,rn,63,15.568333,0.611667,45.000000,39.000000,0
1e-3,wide,rn,64,15.250667,0.612667,36.000000,18.000000,0
1e-3,wide,rn,65,2.048000,0.025667,42.000000,1.000000,0
1e-3,wide,rn,66,7.688667,0.270333,1473.000000,1446.000000,0
1e-3,wide,rn,67,2.852333,0.065000,2676.000000,65.000000,0
1e-3,wide,rn,68,11.414333,0.401667,707.000000,788.000000,0
1e-3,wide,rn,69,3.373333,0.126000,32.000000,3000.000000,0
1e-3,wide,rn,70,0.095000,0.000000,3000.000000,2.000000,1
1e-3,wide,rn,71,10.652000,0.336000,5.000000,2.000000,0
1e-3,wide,rn,72,12.192333,0.447333,30.000000,2.000000,0
1e-3,wide,rn,73,18.175333,0.787333,5.000000,11.000000,0
1e-3,wide,rn,74,10.878333,0.371000,50.000000,3.000000,0
1e-3,wide,rn,75,12.295000,0.472000,25.000000,2.000000,0
1e-3,wide,rn,76,9.278333,0.310667,65.000000,88.000000,0
1e-3,wide,rn,77,10.062000,0.334667,16.000000,7.000000,0
1e-3,wide,rn,78,14.691333,0.556333,2.000000,2.000000,0
1e-3,wide,rn,79,14.312000,0.562667,12.000000,11.000000,0
1e-3,wide,rn,80,1.258667,0.023333,2661.000000,1.000000,0
1e-3,wide,rn,81,9.611333,0.365333,16.000000,1.000000,0
1e-3,wide,rn,82,1.472000,0.011667,3000.000000,2.000000,1
1e-3,wide,rn,83,6.214000,0.184667,25.000000,1.000000,0
1e-3,wide,rn,84,0.173333,0.000000,3000.000000,1.000000,1
1e-3,wide,rn,85,11.047333,0.398667,32.000000,2.000000,0
1e-3,wide,rn,86,4.192000,0.118667,82.000000,1.000000,0
1e-3,wide,rn,87,9.189000,0.296333,140.000000,12.000000,0
1e-3,wide,rn,88,14.852333,0.592333,237.000000,357.000000,0
1e-3,wide,rn,89,2.499333,0.072000,173.000000,1.000000,0
1e-3,wide,rn,90,16.561667,0.676667,19.000000,266.000000,0
1e-3,wide,rn,91,5.375333,0.106667,5.000000,1.000000,0
1e-3,wide,rn,92,9.566000,0.295333,52.000000,21.000000,0
