arm,seed,window_end,success
wt_ppo,8,750,64.00
wt_ppo,8,1000,47.60
wt_ppo,8,1250,55.60
wt_ppo,8,1500,48.00
wt_ppo,8,1750,63.20
wt_ppo,8,2000,72.80
wt_ppo,8,2250,84.80
wt_ppo,8,2500,77.20
wt_ppo,8,2750,85.60
wt_ppo,8,3000,78.80
rn_ppo,1,250,34.40
rn_ppo,1,500,54.00
rn_ppo,1,750,71.60
rn_ppo,1,1000,78.40
rn_ppo,1,1250,80.80
rn_ppo,1,1500,85.20
rn_ppo,1,1750,90.80
rn_ppo,1,2000,92.80
rn_ppo,1,2250,89.60
rn_ppo,1,2500,86.80
rn_ppo,1,2750,76.40
rn_ppo,1,3000,69.20
rn_ppo,1,3250,92.40
rn_ppo,1,3500,86.40
rn_ppo,1,3750,83.60
rn_ppo,1,4000,92.00
rn_ppo,1,4250,92.40
rn_ppo,1,4500,93.20
rn_ppo,2,250,55.60
rn_ppo,2,500,79.20
rn_ppo,2,750,70.80
rn_ppo,2,1000,82.40
rn_ppo,2,1250,87.20
rn_ppo,2,1500,83.60
rn_ppo,2,1750,84.40
rn_ppo,2,2000,84.80
rn_ppo,2,2250,86.40
rn_ppo,2,2500,91.60
rn_ppo,2,2750,86.80
rn_ppo,2,3000,81.60
rn_ppo,3,250,8.40
rn_ppo,3,500,41.60
rn_ppo,3,750,51.20
rn_ppo,3,1000,46.40
rn_ppo,3,1250,50.00
rn_ppo,3,1500,59.20
rn_ppo,3,1750,56.00
rn_ppo,3,2000,75.20
rn_ppo,3,2250,83.60
rn_ppo,3,2500,78.80
rn_ppo,3,2750,86.40
rn_ppo,3,3000,76.40
rn_ppo,4,250,20.80
rn_ppo,4,500,51.20
rn_ppo,4,750,47.20
rn_ppo,4,1000,52.80
rn_ppo,4,1250,66.80
rn_ppo,4,1500,77.60
rn_ppo,4,1750,78.00
rn_ppo,4,2000,80.80
rn_ppo,4,2250,83.60
rn_ppo,4,2500,82.80
rn_ppo,4,2750,80.00
rn_ppo,4,3000,85.60
rn_ppo,5,250,65.20
rn_ppo,5,500,70.00
rn_ppo,5,750,54.40
rn_ppo,5,1000,4.00
rn_ppo,5,1250,23.60
rn_ppo,5,1500,17.20
rn_ppo,5,1750,12.40
rn_ppo,5,2000,26.00
rn_ppo,5,2250,18.80
rn_ppo,5,2500,35.60
rn_ppo,5,2750,29.60
rn_ppo,5,3000,63.60
rn_ppo,5,3250,31.60
rn_ppo,5,3500,42.40
rn_ppo,5,3750,79.60
rn_ppo,5,4000,78.00
rn_ppo,5,4250,87.60
rn_ppo,5,4500,86.00
rn_ppo,6,250,5.20
rn_ppo,6,500,58.40
rn_ppo,6,750,71.20
rn_ppo,6,1000,90.80
rn_ppo,6,1250,51.20
rn_ppo,6,1500,11.20
rn_ppo,6,1750,6.80
rn_ppo,6,2000,7.20
rn_ppo,6,2250,18.40
rn_ppo,6,2500,29.60
rn_ppo,6,2750,35.20
rn_ppo,6,3000,51.60
rn_ppo,6,3250,56.40
rn_ppo,6,3500,35.60
rn_ppo,6,3750,47.20
rn_ppo,6,4000,42.40
rn_ppo,6,4250,58.40
rn_ppo,6,4500,90.40
rn_ppo,7,250,6.40
rn_ppo,7,500,14.00
rn_ppo,7,750,28.00
rn_ppo,7,1000,52.00
rn_ppo,7,1250,55.60
rn_ppo,7,1500,71.20
rn_ppo,7,1750,82.80
rn_ppo,7,2000,80.00
rn_ppo,7,2250,82.80
rn_ppo,7,2500,70.80
rn_ppo,7,2750,69.60
rn_ppo,7,3000,54.00
rn_ppo,7,3250,81.60
rn_ppo,7,3500,83.60
rn_ppo,7,3750,80.40
rn_ppo,7,4000,89.60
rn_ppo,7,4250,84.80
rn_ppo,7,4500,84.80
rn_ppo,8,250,36.80
rn_ppo,8,500,70.80
rn_ppo,8,750,72.80
rn_ppo,8,1000,79.20
rn_ppo,8,1250,83.20
rn_ppo,8,1500,75.20
rn_ppo,8,1750,78.40
rn_ppo,8,2000,88.40
rn_ppo,8,2250,91.60
rn_ppo,8,2500,89.60
rn_ppo,8,2750,89.60
rn_ppo,8,3000,93.20
