presynaptic cell,postsynaptic cell,weight
URBR,RMDR,0.038881
URBR,SMBDL,0.003961
URBR,URXR,0.016581
URXL,ADAL,0.001211
URXL,AQR,0.008237
URXL,ASHL,-0.000641
URXL,AUAL,0.013848
URXL,AVAL,-0.020631
URXL,AVBL,0.002689
URXL,AVBR,-0.000133
URXL,AVEL,0.000827
URXL,AVHR,0.002410
URXL,AVJR,0.006833
URXL,CEPVL,0.006582
URXL,IL2L,0.007061
URXL,RIAL,0.029851
URXL,RICL,-0.025686
URXL,RICR,0.030795
URXL,RIGL,0.005375
URXL,RIML,-0.007853
URXL,RMGL,-0.005282
URXL,SMBDR,-0.013586
URXL,URBL,-0.248511
URXR,ADAR,0.010784
URXR,AQR,0.000901
URXR,AUAR,0.003142
URXR,AVBL,-0.007448
URXR,AVBR,-0.002695
URXR,AVER,-0.008745
URXR,AVJL,0.001222
URXR,OLQVR,-0.005631
URXR,RIAR,0.060313
URXR,RICL,0.035583
URXR,RICR,-0.025531
URXR,RIGR,-0.003150
URXR,RMDR,0.007336
URXR,RMFR,0.001107
URXR,SMBDL,-0.003466
URXR,URBR,0.006740
URYDL,AVAL,0.015211
URYDL,AVBL,0.001756
URYDL,AVBR,-0.001485
URYDL,AVDL,-0.009147
URYDL,AVDR,-0.012478
URYDL,AVEL,-0.004514
URYDL,AVER,0.012897
URYDL,CEPDL,-0.011603
URYDL,IL1DL,0.071250
URYDL,OLQDL,0.061873
URYDL,RIBL,0.007339
URYDL,RID,0.002891
URYDL,RIGL,0.000284
URYDL,RMDDR,-0.009537
URYDL,RMDVL,0.008981
URYDL,RMED,-0.001554
URYDL,RMEL,0.017018
URYDL,RMEV,-0.007905
URYDL,SMDDL,-0.005984
URYDL,SMDDR,-0.024638
URYDR,AVAR,-0.003720
URYDR,AVBL,0.035382
URYDR,AVBR,-0.001721
URYDR,AVDR,0.001944
URYDR,AVEL,0.000937
URYDR,AVER,0.016778
URYDR,IL1DR,0.029032
URYDR,OLQDR,-0.000510
URYDR,RIBR,0.011530
URYDR,RIGR,0.007132
URYDR,RMDDL,-0.002434
URYDR,RMDVR,0.018950
URYDR,RMED,-0.001985
URYDR,SMDDL,-0.002708
URYVL,AVAL,0.028961
URYVL,AVAR,0.000990
URYVL,AVBL,0.026851
URYVL,AVBR,-0.002653
URYVL,AVER,0.024836
URYVL,IL1VL,0.013464
URYVL,OLLL,0.026914
URYVL,RIAL,-0.043935
URYVL,RIBL,0.018988
URYVL,RID,-0.001472
URYVL,RIGL,-0.005619
URYVL,RIH,0.029307
URYVL,RIS,0.001196
URYVL,RMDDL,0.000705
URYVL,RMDR,0.040798
URYVL,RMDVR,0.007997
URYVL,SMDVR,0.017810
URYVR,AVAL,-0.008346
URYVR,AVAR,0.003105
URYVR,AVBL,-0.018410
URYVR,AVBR,0.000862
URYVR,AVDL,0.000460
URYVR,AVEL,0.000786
URYVR,IL1VR,0.024946
URYVR,OLLR,0.023057
URYVR,RIAR,0.005741
URYVR,RIBR,-0.004590
URYVR,RIGR,0.001823
URYVR,RMDDR,0.006417
URYVR,RMDL,0.007846
URYVR,RMDVL,-0.003249
URYVR,RMEV,-0.006693
URYVR,SMDVL,-0.001788
