generation,best_fitness,mean_fitness,std_fitness
1,-0.0,0.0,0.0
2,-0.0,0.0,0.0
3,-0.1,-0.006666666666666667,0.024944382578492942
4,-0.1,0.0,0.0
5,-0.1,-0.0033333333333333335,0.017950549357115014
6,-0.2,-0.013333333333333334,0.049888765156985884
7,-0.2,0.0,0.0
8,-0.2,0.0,0.0
9,-0.2,-0.016666666666666666,0.0521749194749951
10,-0.2,-0.023333333333333334,0.061553951042064625
11,-0.3,-0.02333333333333333,0.07608474807008883
12,-0.3,-0.030000000000000002,0.052599112793531674
13,-0.3,-0.026666666666666665,0.06289320754704403
14,-0.3,-0.07666666666666666,0.1054619467970425
15,-0.4,-0.10666666666666669,0.10624918300339485
16,-0.4,-0.16,0.11135528725660043
17,-0.4,-0.1633333333333333,0.12242911781471304
18,-0.5,-0.19666666666666666,0.127758452644912
19,-0.5,-0.1733333333333333,0.13148721948877345
20,-0.7,-0.21,0.16401219466856723
21,-0.7,-0.21333333333333332,0.16275407487644936
22,-0.7,-0.1933333333333333,0.17307673314329558
23,-0.7,-0.21666666666666665,0.13924399049470282
24,-0.7,-0.22666666666666668,0.12631530214330944
25,-0.7,-0.18999999999999995,0.1398809017223819
26,-0.7,-0.19666666666666668,0.1196754871401083
27,-0.7,-0.22333333333333336,0.13828312341794358
28,-0.7,-0.19,0.16603212540549694
29,-0.7,-0.19666666666666666,0.11967548714010828
30,-0.7,-0.26999999999999996,0.1656301099840646
