half,level,pin,metric,is_primary_metric,seed,wiring_gap,interaction
reading,td05,trace_decay,episodes_to_30pct_success,False,180,-986.000000,-1075.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,181,2054.000000,348.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,182,-2361.000000,-18.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,183,-454.000000,247.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,184,-60.000000,8.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,185,-2665.000000,116.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,186,-93.000000,31.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,187,-880.000000,1013.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,188,-143.000000,552.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,189,184.000000,121.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,190,-707.000000,-2160.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,191,-247.000000,-81.000000
reading,td05,trace_decay,episodes_to_30pct_success,False,192,-461.000000,-98.000000
reading,td099,trace_decay,auc_success,True,177,-0.534667,-0.198000
reading,td099,trace_decay,auc_success,True,178,-0.112333,0.200333
reading,td099,trace_decay,auc_success,True,179,-0.143333,0.479000
reading,td099,trace_decay,auc_success,True,180,0.015000,0.088333
reading,td099,trace_decay,auc_success,True,181,-0.035667,-0.095667
reading,td099,trace_decay,auc_success,True,182,-0.124333,0.430667
reading,td099,trace_decay,auc_success,True,183,0.135000,0.611000
reading,td099,trace_decay,auc_success,True,184,0.182667,-0.031000
reading,td099,trace_decay,auc_success,True,185,0.015667,0.455333
reading,td099,trace_decay,auc_success,True,186,-0.422000,-0.089667
reading,td099,trace_decay,auc_success,True,187,-0.000333,0.190333
reading,td099,trace_decay,auc_success,True,188,-0.013000,0.076333
reading,td099,trace_decay,auc_success,True,189,-0.001333,-0.050333
reading,td099,trace_decay,auc_success,True,190,-0.004667,-0.129000
reading,td099,trace_decay,auc_success,True,191,-0.102667,0.195333
reading,td099,trace_decay,auc_success,True,192,-0.109667,-0.020667
reading,td099,trace_decay,episodes_to_30pct_success,False,177,-1198.000000,-1074.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,178,-1342.000000,1309.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,179,-0.000000,2699.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,180,-0.000000,-89.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,181,-0.000000,-1706.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,182,-1354.000000,989.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,183,37.000000,738.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,184,1796.000000,1864.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,185,-0.000000,2781.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,186,-1525.000000,-1401.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,187,-0.000000,1893.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,188,-0.000000,695.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,189,-0.000000,-63.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,190,-0.000000,-1453.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,191,-550.000000,-384.000000
reading,td099,trace_decay,episodes_to_30pct_success,False,192,-0.000000,363.000000
