generation,best_fitness,mean_fitness,std_fitness
94,-0.6666666666666666,-0.2288888888888889,0.15171448167731807
95,-0.6666666666666666,-0.1622222222222222,0.15268785232268342
96,-0.6666666666666666,-0.2488888888888889,0.1529302269696467
97,-0.6666666666666666,-0.2511111111111111,0.13950529880639562
98,-0.6666666666666666,-0.27111111111111114,0.14999588471721073
99,-0.6666666666666666,-0.26666666666666666,0.13662601021279466
100,-0.6666666666666666,-0.2933333333333334,0.15065290005936263
101,-0.6666666666666666,-0.23333333333333336,0.1296719507635125
102,-0.6666666666666666,-0.22888888888888886,0.11376822876595737
103,-0.6666666666666666,-0.29333333333333333,0.13288814566867602
104,-0.6666666666666666,-0.23555555555555557,0.12734710028350582
105,-0.6666666666666666,-0.30000000000000004,0.15371932093796678
106,-0.6666666666666666,-0.29333333333333333,0.12719189352225943
107,-0.6666666666666666,-0.2644444444444444,0.14855684367429572
108,-0.6666666666666666,-0.30444444444444446,0.14974876078961286
109,-0.6666666666666666,-0.27999999999999997,0.14946819307377987
110,-0.6666666666666666,-0.24444444444444446,0.13480667456091644
111,-0.6666666666666666,-0.24444444444444446,0.16086187618536762
112,-0.6666666666666666,-0.23333333333333334,0.11385500851066221
113,-0.7333333333333333,-0.2555555555555556,0.1747661576980601
114,-0.7333333333333333,-0.2822222222222222,0.16660739686868056
115,-0.7333333333333333,-0.3022222222222223,0.1427075054044651
116,-0.7333333333333333,-0.30000000000000004,0.12141145226353543
117,-0.7333333333333333,-0.29111111111111115,0.1392927461707984
118,-0.7333333333333333,-0.21555555555555556,0.14775689075448256
119,-0.7333333333333333,-0.25555555555555554,0.1854590567440562
120,-0.7333333333333333,-0.24666666666666662,0.13126168378330988
121,-0.7333333333333333,-0.23555555555555557,0.1603083448610794
122,-0.7333333333333333,-0.3333333333333334,0.1642040284614326
123,-0.7333333333333333,-0.22222222222222224,0.13698697784375502
124,-0.7333333333333333,-0.29111111111111104,0.1776249342968228
125,-0.7333333333333333,-0.32222222222222224,0.13118641905018172
126,-0.7333333333333333,-0.29777777777777775,0.14270750540446508
127,-0.7333333333333333,-0.3022222222222222,0.15561903466676974
128,-0.7333333333333333,-0.3244444444444445,0.1675384606664068
129,-0.7333333333333333,-0.25333333333333335,0.155301379641388
130,-0.7333333333333333,-0.24888888888888885,0.1529302269696467
131,-0.7333333333333333,-0.28,0.15625240738886173
132,-0.7333333333333333,-0.28222222222222215,0.10137328647072927
133,-0.7333333333333333,-0.3088888888888889,0.12108562422955803
134,-0.7333333333333333,-0.29333333333333333,0.14360439485692011
135,-0.7333333333333333,-0.2955555555555556,0.11886292551392295
136,-0.7333333333333333,-0.2911111111111111,0.15633139855076938
137,-0.7333333333333333,-0.29555555555555557,0.14369033920290852
138,-0.7333333333333333,-0.30222222222222217,0.15273635802168517
139,-0.7333333333333333,-0.31333333333333335,0.17482266146859496
140,-0.7333333333333333,-0.26666666666666666,0.13662601021279466
141,-0.7333333333333333,-0.26,0.12092238098144704
142,-0.7333333333333333,-0.25333333333333335,0.14946819307377987
143,-0.7333333333333333,-0.28222222222222215,0.12493949152773864
144,-0.7333333333333333,-0.3177777777777778,0.15268785232268345
145,-0.7333333333333333,-0.2733333333333333,0.14334625264773457
146,-0.7333333333333333,-0.26666666666666666,0.14504150108516198
147,-0.7333333333333333,-0.3044444444444444,0.1674942416552113
148,-0.7333333333333333,-0.2977777777777778,0.135245547152915
149,-0.7333333333333333,-0.27777777777777773,0.14815740711807365
150,-0.7333333333333333,-0.24222222222222223,0.14244773787144308
