arm,seed,window_end,success
wt_frozen,48,750,4.00
wt_frozen,49,250,6.00
wt_frozen,49,500,6.40
wt_frozen,49,750,4.00
wt_frozen,50,250,14.00
wt_frozen,50,500,16.80
wt_frozen,50,750,9.00
wt_frozen,51,250,34.80
wt_frozen,51,500,36.80
wt_frozen,51,750,32.00
wt_frozen,52,250,12.00
wt_frozen,52,500,16.00
wt_frozen,52,750,13.00
wt_frozen,53,250,1.60
wt_frozen,53,500,1.20
wt_frozen,53,750,3.00
wt_frozen,54,250,41.60
wt_frozen,54,500,50.00
wt_frozen,54,750,48.00
wt_frozen,55,250,18.80
wt_frozen,55,500,19.20
wt_frozen,55,750,18.00
wt_frozen,56,250,1.20
wt_frozen,56,500,0.40
wt_frozen,56,750,2.00
wt_frozen,57,250,7.20
wt_frozen,57,500,11.20
wt_frozen,57,750,8.00
wt_frozen,58,250,0.40
wt_frozen,58,500,0.00
wt_frozen,58,750,0.00
wt_frozen,59,250,27.20
wt_frozen,59,500,26.40
wt_frozen,59,750,28.00
wt_frozen,60,250,5.20
wt_frozen,60,500,5.20
wt_frozen,60,750,4.00
wt_frozen,61,250,4.80
wt_frozen,61,500,4.40
wt_frozen,61,750,4.00
wt_frozen,62,250,7.60
wt_frozen,62,500,13.60
wt_frozen,62,750,8.00
wt_frozen,63,250,2.00
wt_frozen,63,500,1.20
wt_frozen,63,750,3.00
wt_frozen,64,250,7.60
wt_frozen,64,500,5.60
wt_frozen,64,750,4.00
rn_frozen,1,250,5.60
rn_frozen,1,500,8.80
rn_frozen,1,750,8.00
rn_frozen,2,250,5.20
rn_frozen,2,500,4.80
rn_frozen,2,750,1.00
rn_frozen,3,250,5.20
rn_frozen,3,500,3.60
rn_frozen,3,750,3.00
rn_frozen,4,250,2.80
rn_frozen,4,500,4.00
rn_frozen,4,750,0.00
rn_frozen,5,250,3.20
rn_frozen,5,500,4.00
rn_frozen,5,750,3.00
rn_frozen,6,250,15.20
rn_frozen,6,500,19.20
rn_frozen,6,750,13.00
rn_frozen,7,250,24.80
rn_frozen,7,500,22.80
rn_frozen,7,750,25.00
rn_frozen,8,250,0.00
rn_frozen,8,500,0.40
rn_frozen,8,750,0.00
rn_frozen,9,250,0.40
rn_frozen,9,500,0.00
rn_frozen,9,750,0.00
rn_frozen,10,250,13.60
rn_frozen,10,500,14.00
rn_frozen,10,750,16.00
rn_frozen,11,250,1.60
rn_frozen,11,500,0.40
rn_frozen,11,750,1.00
rn_frozen,12,250,1.20
rn_frozen,12,500,2.40
rn_frozen,12,750,3.00
rn_frozen,13,250,2.00
rn_frozen,13,500,3.20
rn_frozen,13,750,1.00
rn_frozen,14,250,30.00
rn_frozen,14,500,31.20
rn_frozen,14,750,19.00
rn_frozen,15,250,14.00
rn_frozen,15,500,12.80
rn_frozen,15,750,11.00
rn_frozen,16,250,13.20
rn_frozen,16,500,12.40
rn_frozen,16,750,14.00
rn_frozen,17,250,5.20
rn_frozen,17,500,3.60
rn_frozen,17,750,3.00
rn_frozen,18,250,2.80
rn_frozen,18,500,2.80
rn_frozen,18,750,1.00
rn_frozen,19,250,0.40
rn_frozen,19,500,1.20
rn_frozen,19,750,1.00
rn_frozen,20,250,44.40
rn_frozen,20,500,50.80
rn_frozen,20,750,40.00
rn_frozen,21,250,1.20
rn_frozen,21,500,0.80
rn_frozen,21,750,0.00
rn_frozen,22,250,4.40
rn_frozen,22,500,4.00
rn_frozen,22,750,4.00
rn_frozen,23,250,2.80
rn_frozen,23,500,1.20
rn_frozen,23,750,2.00
rn_frozen,24,250,0.00
rn_frozen,24,500,0.00
rn_frozen,24,750,0.00
rn_frozen,25,250,2.80
rn_frozen,25,500,1.20
rn_frozen,25,750,3.00
rn_frozen,26,250,0.00
rn_frozen,26,500,1.20
rn_frozen,26,750,1.00
rn_frozen,27,250,0.00
rn_frozen,27,500,0.40
rn_frozen,27,750,0.00
rn_frozen,28,250,42.80
rn_frozen,28,500,38.80
rn_frozen,28,750,39.00
rn_frozen,29,250,1.20
rn_frozen,29,500,1.60
rn_frozen,29,750,4.00
rn_frozen,30,250,31.60
rn_frozen,30,500,33.60
rn_frozen,30,750,27.00
rn_frozen,31,250,0.80
rn_frozen,31,500,0.80
rn_frozen,31,750,0.00
rn_frozen,32,250,43.20
rn_frozen,32,500,45.20
rn_frozen,32,750,41.00
rn_frozen,33,250,25.60
rn_frozen,33,500,22.00
rn_frozen,33,750,22.00
rn_frozen,34,250,6.40
rn_frozen,34,500,8.40
rn_frozen,34,750,10.00
rn_frozen,35,250,0.00
rn_frozen,35,500,0.00
rn_frozen,35,750,0.00
rn_frozen,36,250,4.40
rn_frozen,36,500,3.60
rn_frozen,36,750,6.00
rn_frozen,37,250,1.60
rn_frozen,37,500,0.80
rn_frozen,37,750,0.00
rn_frozen,38,250,2.40
rn_frozen,38,500,2.00
rn_frozen,38,750,2.00
rn_frozen,39,250,8.40
rn_frozen,39,500,9.60
rn_frozen,39,750,7.00
rn_frozen,40,250,0.00
rn_frozen,40,500,0.00
rn_frozen,40,750,1.00
rn_frozen,41,250,0.00
rn_frozen,41,500,0.80
rn_frozen,41,750,3.00
rn_frozen,42,250,5.60
rn_frozen,42,500,5.60
rn_frozen,42,750,9.00
rn_frozen,43,250,12.40
rn_frozen,43,500,10.40
rn_frozen,43,750,10.00
rn_frozen,44,250,0.40
rn_frozen,44,500,0.00
rn_frozen,44,750,0.00
rn_frozen,45,250,4.80
rn_frozen,45,500,4.80
rn_frozen,45,750,3.00
rn_frozen,46,250,0.00
rn_frozen,46,500,0.00
rn_frozen,46,750,1.00
rn_frozen,47,250,7.60
rn_frozen,47,500,8.40
rn_frozen,47,750,11.00
rn_frozen,48,250,0.00
rn_frozen,48,500,0.40
rn_frozen,48,750,0.00
rn_frozen,49,250,2.40
rn_frozen,49,500,1.60
rn_frozen,49,750,1.00
rn_frozen,50,250,1.60
rn_frozen,50,500,1.20
rn_frozen,50,750,2.00
rn_frozen,51,250,0.00
rn_frozen,51,500,0.00
rn_frozen,51,750,0.00
rn_frozen,52,250,0.00
rn_frozen,52,500,0.00
rn_frozen,52,750,1.00
rn_frozen,53,250,0.00
rn_frozen,53,500,0.00
rn_frozen,53,750,0.00
rn_frozen,54,250,2.40
rn_frozen,54,500,2.00
rn_frozen,54,750,2.00
rn_frozen,55,250,0.80
rn_frozen,55,500,1.60
rn_frozen,55,750,2.00
rn_frozen,56,250,0.80
rn_frozen,56,500,0.80
rn_frozen,56,750,3.00
rn_frozen,57,250,7.20
rn_frozen,57,500,3.60
rn_frozen,57,750,3.00
rn_frozen,58,250,4.80
rn_frozen,58,500,6.40
rn_frozen,58,750,0.00
rn_frozen,59,250,25.60
rn_frozen,59,500,24.40
rn_frozen,59,750,26.00
rn_frozen,60,250,1.20
rn_frozen,60,500,0.80
rn_frozen,60,750,1.00
rn_frozen,61,250,22.80
rn_frozen,61,500,19.20
rn_frozen,61,750,22.00
rn_frozen,62,250,1.20
rn_frozen,62,500,0.00
rn_frozen,62,750,1.00
rn_frozen,63,250,19.20
rn_frozen,63,500,17.20
rn_frozen,63,750,15.00
rn_frozen,64,250,44.80
rn_frozen,64,500,42.40
rn_frozen,64,750,43.00
wt_frozen_count,1,250,10.80
wt_frozen_count,1,500,12.00
wt_frozen_count,1,750,13.00
wt_frozen_count,2,250,14.80
wt_frozen_count,2,500,14.40
wt_frozen_count,2,750,9.00
wt_frozen_count,3,250,3.20
wt_frozen_count,3,500,4.80
wt_frozen_count,3,750,6.00
wt_frozen_count,4,250,0.80
wt_frozen_count,4,500,0.00
wt_frozen_count,4,750,3.00
wt_frozen_count,5,250,12.40
wt_frozen_count,5,500,12.80
wt_frozen_count,5,750,12.00
wt_frozen_count,6,250,2.40
wt_frozen_count,6,500,4.40
wt_frozen_count,6,750,4.00
wt_frozen_count,7,250,3.20
wt_frozen_count,7,500,2.00
wt_frozen_count,7,750,3.00
wt_frozen_count,8,250,0.40
wt_frozen_count,8,500,0.00
wt_frozen_count,8,750,0.00
wt_frozen_count,9,250,40.80
wt_frozen_count,9,500,37.20
wt_frozen_count,9,750,31.00
wt_frozen_count,10,250,4.40
wt_frozen_count,10,500,5.20
wt_frozen_count,10,750,4.00
wt_frozen_count,11,250,2.80
wt_frozen_count,11,500,1.60
wt_frozen_count,11,750,5.00
wt_frozen_count,12,250,2.00
wt_frozen_count,12,500,2.00
wt_frozen_count,12,750,3.00
wt_frozen_count,13,250,8.40
wt_frozen_count,13,500,6.40
wt_frozen_count,13,750,4.00
wt_frozen_count,14,250,2.00
wt_frozen_count,14,500,2.40
wt_frozen_count,14,750,2.00
wt_frozen_count,15,250,2.80
wt_frozen_count,15,500,0.80
wt_frozen_count,15,750,1.00
wt_frozen_count,16,250,0.40
wt_frozen_count,16,500,0.00
wt_frozen_count,16,750,2.00
wt_frozen_count,17,250,52.00
wt_frozen_count,17,500,55.60
wt_frozen_count,17,750,42.00
wt_frozen_count,18,250,12.00
wt_frozen_count,18,500,8.00
wt_frozen_count,18,750,8.00
wt_frozen_count,19,250,2.80
wt_frozen_count,19,500,1.20
wt_frozen_count,19,750,3.00
wt_frozen_count,20,250,15.60
wt_frozen_count,20,500,16.00
wt_frozen_count,20,750,12.00
wt_frozen_count,21,250,17.60
wt_frozen_count,21,500,20.80
wt_frozen_count,21,750,14.00
wt_frozen_count,22,250,1.20
wt_frozen_count,22,500,0.40
wt_frozen_count,22,750,1.00
wt_frozen_count,23,250,3.60
wt_frozen_count,23,500,2.40
wt_frozen_count,23,750,4.00
wt_frozen_count,24,250,17.60
wt_frozen_count,24,500,20.40
wt_frozen_count,24,750,18.00
wt_frozen_count,25,250,12.00
wt_frozen_count,25,500,8.80
wt_frozen_count,25,750,13.00
wt_frozen_count,26,250,0.80
wt_frozen_count,26,500,0.00
wt_frozen_count,26,750,2.00
wt_frozen_count,27,250,1.60
wt_frozen_count,27,500,2.80
wt_frozen_count,27,750,4.00
wt_frozen_count,28,250,2.00
wt_frozen_count,28,500,0.80
wt_frozen_count,28,750,1.00
wt_frozen_count,29,250,14.40
wt_frozen_count,29,500,18.40
wt_frozen_count,29,750,11.00
wt_frozen_count,30,250,4.00
wt_frozen_count,30,500,3.60
wt_frozen_count,30,750,5.00
wt_frozen_count,31,250,0.40
wt_frozen_count,31,500,0.40
wt_frozen_count,31,750,0.00
wt_frozen_count,32,250,2.40
wt_frozen_count,32,500,1.20
wt_frozen_count,32,750,3.00
wt_frozen_count,33,250,1.60
wt_frozen_count,33,500,0.80
wt_frozen_count,33,750,0.00
wt_frozen_count,34,250,8.40
wt_frozen_count,34,500,5.60
wt_frozen_count,34,750,4.00
wt_frozen_count,35,250,16.40
wt_frozen_count,35,500,12.80
wt_frozen_count,35,750,14.00
wt_frozen_count,36,250,13.60
wt_frozen_count,36,500,17.60
wt_frozen_count,36,750,16.00
wt_frozen_count,37,250,10.40
wt_frozen_count,37,500,11.60
wt_frozen_count,37,750,7.00
wt_frozen_count,38,250,11.20
wt_frozen_count,38,500,6.80
wt_frozen_count,38,750,8.00
wt_frozen_count,39,250,26.40
wt_frozen_count,39,500,30.00
wt_frozen_count,39,750,28.00
wt_frozen_count,40,250,0.00
wt_frozen_count,40,500,0.00
wt_frozen_count,40,750,1.00
wt_frozen_count,41,250,0.00
wt_frozen_count,41,500,1.60
wt_frozen_count,41,750,0.00
wt_frozen_count,42,250,2.40
wt_frozen_count,42,500,1.20
wt_frozen_count,42,750,2.00
wt_frozen_count,43,250,39.20
wt_frozen_count,43,500,41.60
wt_frozen_count,43,750,31.00
wt_frozen_count,44,250,32.00
wt_frozen_count,44,500,40.40
wt_frozen_count,44,750,37.00
wt_frozen_count,45,250,28.00
wt_frozen_count,45,500,24.80
wt_frozen_count,45,750,24.00
wt_frozen_count,46,250,1.20
wt_frozen_count,46,500,0.40
wt_frozen_count,46,750,3.00
wt_frozen_count,47,250,12.80
wt_frozen_count,47,500,8.80
wt_frozen_count,47,750,10.00
wt_frozen_count,48,250,2.00
wt_frozen_count,48,500,4.80
wt_frozen_count,48,750,6.00
wt_frozen_count,49,250,2.80
wt_frozen_count,49,500,4.80
wt_frozen_count,49,750,5.00
wt_frozen_count,50,250,0.80
wt_frozen_count,50,500,1.60
wt_frozen_count,50,750,2.00
wt_frozen_count,51,250,14.40
wt_frozen_count,51,500,18.40
wt_frozen_count,51,750,8.00
wt_frozen_count,52,250,4.80
wt_frozen_count,52,500,5.60
wt_frozen_count,52,750,2.00
wt_frozen_count,53,250,6.40
wt_frozen_count,53,500,5.20
wt_frozen_count,53,750,5.00
wt_frozen_count,54,250,55.60
wt_frozen_count,54,500,59.60
wt_frozen_count,54,750,57.00
wt_frozen_count,55,250,12.00
wt_frozen_count,55,500,9.60
wt_frozen_count,55,750,11.00
wt_frozen_count,56,250,8.40
wt_frozen_count,56,500,13.60
wt_frozen_count,56,750,6.00
wt_frozen_count,57,250,1.20
wt_frozen_count,57,500,2.00
wt_frozen_count,57,750,5.00
wt_frozen_count,58,250,25.20
wt_frozen_count,58,500,24.80
wt_frozen_count,58,750,17.00
wt_frozen_count,59,250,39.60
wt_frozen_count,59,500,38.80
wt_frozen_count,59,750,38.00
wt_frozen_count,60,250,16.00
wt_frozen_count,60,500,22.00
wt_frozen_count,60,750,19.00
wt_frozen_count,61,250,4.80
wt_frozen_count,61,500,4.40
wt_frozen_count,61,750,7.00
wt_frozen_count,62,250,28.40
wt_frozen_count,62,500,28.80
wt_frozen_count,62,750,35.00
wt_frozen_count,63,250,21.60
wt_frozen_count,63,500,20.40
wt_frozen_count,63,750,26.00
wt_frozen_count,64,250,2.80
wt_frozen_count,64,500,1.60
wt_frozen_count,64,750,4.00
rn_frozen_count,1,250,22.00
rn_frozen_count,1,500,15.60
rn_frozen_count,1,750,17.00
rn_frozen_count,2,250,10.00
rn_frozen_count,2,500,7.20
rn_frozen_count,2,750,8.00
rn_frozen_count,3,250,3.20
rn_frozen_count,3,500,3.20
rn_frozen_count,3,750,3.00
rn_frozen_count,4,250,1.60
rn_frozen_count,4,500,1.60
rn_frozen_count,4,750,3.00
rn_frozen_count,5,250,0.40
rn_frozen_count,5,500,0.40
rn_frozen_count,5,750,0.00
rn_frozen_count,6,250,7.20
rn_frozen_count,6,500,5.60
rn_frozen_count,6,750,7.00
rn_frozen_count,7,250,18.80
rn_frozen_count,7,500,23.60
rn_frozen_count,7,750,14.00
rn_frozen_count,8,250,8.80
rn_frozen_count,8,500,8.80
rn_frozen_count,8,750,5.00
rn_frozen_count,9,250,0.00
rn_frozen_count,9,500,0.00
rn_frozen_count,9,750,0.00
rn_frozen_count,10,250,2.80
rn_frozen_count,10,500,6.00
rn_frozen_count,10,750,9.00
rn_frozen_count,11,250,4.00
rn_frozen_count,11,500,1.60
rn_frozen_count,11,750,2.00
rn_frozen_count,12,250,0.40
rn_frozen_count,12,500,0.00
rn_frozen_count,12,750,0.00
rn_frozen_count,13,250,0.00
rn_frozen_count,13,500,0.00
rn_frozen_count,13,750,0.00
rn_frozen_count,14,250,0.80
rn_frozen_count,14,500,4.00
rn_frozen_count,14,750,0.00
rn_frozen_count,15,250,0.00
rn_frozen_count,15,500,0.00
rn_frozen_count,15,750,0.00
rn_frozen_count,16,250,2.00
rn_frozen_count,16,500,4.40
rn_frozen_count,16,750,8.00
rn_frozen_count,17,250,0.00
rn_frozen_count,17,500,0.00
rn_frozen_count,17,750,0.00
rn_frozen_count,18,250,6.00
rn_frozen_count,18,500,3.60
rn_frozen_count,18,750,4.00
rn_frozen_count,19,250,4.80
rn_frozen_count,19,500,5.60
rn_frozen_count,19,750,2.00
rn_frozen_count,20,250,25.20
rn_frozen_count,20,500,29.60
rn_frozen_count,20,750,29.00
rn_frozen_count,21,250,1.60
rn_frozen_count,21,500,1.60
rn_frozen_count,21,750,1.00
rn_frozen_count,22,250,27.60
rn_frozen_count,22,500,27.60
rn_frozen_count,22,750,30.00
rn_frozen_count,23,250,0.40
rn_frozen_count,23,500,0.80
rn_frozen_count,23,750,1.00
rn_frozen_count,24,250,0.00
rn_frozen_count,24,500,0.00
rn_frozen_count,24,750,0.00
rn_frozen_count,25,250,11.60
rn_frozen_count,25,500,14.80
rn_frozen_count,25,750,11.00
rn_frozen_count,26,250,1.60
rn_frozen_count,26,500,0.00
rn_frozen_count,26,750,0.00
rn_frozen_count,27,250,0.80
rn_frozen_count,27,500,0.00
rn_frozen_count,27,750,1.00
rn_frozen_count,28,250,37.60
rn_frozen_count,28,500,34.00
rn_frozen_count,28,750,27.00
rn_frozen_count,29,250,51.60
rn_frozen_count,29,500,44.40
rn_frozen_count,29,750,43.00
rn_frozen_count,30,250,12.00
rn_frozen_count,30,500,9.60
rn_frozen_count,30,750,12.00
rn_frozen_count,31,250,1.20
rn_frozen_count,31,500,2.00
rn_frozen_count,31,750,3.00
rn_frozen_count,32,250,17.60
rn_frozen_count,32,500,17.20
rn_frozen_count,32,750,19.00
rn_frozen_count,33,250,3.60
rn_frozen_count,33,500,1.60
rn_frozen_count,33,750,5.00
rn_frozen_count,34,250,1.20
rn_frozen_count,34,500,1.20
rn_frozen_count,34,750,1.00
rn_frozen_count,35,250,0.00
rn_frozen_count,35,500,0.00
rn_frozen_count,35,750,0.00
rn_frozen_count,36,250,0.40
rn_frozen_count,36,500,0.00
rn_frozen_count,36,750,0.00
rn_frozen_count,37,250,2.00
rn_frozen_count,37,500,2.00
rn_frozen_count,37,750,3.00
rn_frozen_count,38,250,2.80
rn_frozen_count,38,500,4.40
rn_frozen_count,38,750,5.00
rn_frozen_count,39,250,0.40
rn_frozen_count,39,500,1.60
rn_frozen_count,39,750,1.00
rn_frozen_count,40,250,0.00
rn_frozen_count,40,500,0.00
rn_frozen_count,40,750,0.00
rn_frozen_count,41,250,4.80
rn_frozen_count,41,500,1.60
rn_frozen_count,41,750,1.00
rn_frozen_count,42,250,16.40
rn_frozen_count,42,500,16.80
rn_frozen_count,42,750,16.00
rn_frozen_count,43,250,10.80
rn_frozen_count,43,500,8.80
rn_frozen_count,43,750,8.00
rn_frozen_count,44,250,8.00
rn_frozen_count,44,500,12.40
rn_frozen_count,44,750,7.00
rn_frozen_count,45,250,3.20
rn_frozen_count,45,500,0.80
rn_frozen_count,45,750,0.00
rn_frozen_count,46,250,11.20
rn_frozen_count,46,500,14.00
rn_frozen_count,46,750,11.00
rn_frozen_count,47,250,0.40
rn_frozen_count,47,500,0.80
rn_frozen_count,47,750,0.00
rn_frozen_count,48,250,5.60
rn_frozen_count,48,500,8.40
rn_frozen_count,48,750,7.00
rn_frozen_count,49,250,0.40
rn_frozen_count,49,500,0.40
rn_frozen_count,49,750,0.00
rn_frozen_count,50,250,4.00
rn_frozen_count,50,500,4.00
rn_frozen_count,50,750,7.00
rn_frozen_count,51,250,0.00
rn_frozen_count,51,500,0.00
rn_frozen_count,51,750,0.00
rn_frozen_count,52,250,0.00
rn_frozen_count,52,500,0.80
rn_frozen_count,52,750,0.00
rn_frozen_count,53,250,3.20
rn_frozen_count,53,500,3.60
rn_frozen_count,53,750,4.00
rn_frozen_count,54,250,4.80
rn_frozen_count,54,500,3.60
rn_frozen_count,54,750,7.00
rn_frozen_count,55,250,1.20
rn_frozen_count,55,500,1.60
rn_frozen_count,55,750,2.00
rn_frozen_count,56,250,4.00
rn_frozen_count,56,500,2.40
rn_frozen_count,56,750,2.00
rn_frozen_count,57,250,0.80
rn_frozen_count,57,500,0.40
rn_frozen_count,57,750,1.00
rn_frozen_count,58,250,26.00
rn_frozen_count,58,500,28.40
rn_frozen_count,58,750,29.00
rn_frozen_count,59,250,40.00
rn_frozen_count,59,500,45.20
rn_frozen_count,59,750,45.00
rn_frozen_count,60,250,2.00
rn_frozen_count,60,500,0.80
rn_frozen_count,60,750,2.00
rn_frozen_count,61,250,4.40
rn_frozen_count,61,500,2.00
rn_frozen_count,61,750,7.00
rn_frozen_count,62,250,15.60
rn_frozen_count,62,500,19.60
rn_frozen_count,62,750,18.00
rn_frozen_count,63,250,2.80
rn_frozen_count,63,500,3.20
rn_frozen_count,63,750,2.00
rn_frozen_count,64,250,54.40
rn_frozen_count,64,500,55.60
rn_frozen_count,64,750,52.00
wt_hebbian,1,250,78.00
wt_hebbian,1,500,74.80
wt_hebbian,1,750,73.60
wt_hebbian,1,1000,79.60
wt_hebbian,2,250,0.80
wt_hebbian,2,500,2.80
wt_hebbian,2,750,0.00
wt_hebbian,2,1000,0.40
wt_hebbian,3,250,4.80
wt_hebbian,3,500,2.00
wt_hebbian,3,750,2.80
wt_hebbian,3,1000,3.20
wt_hebbian,4,250,66.80
wt_hebbian,4,500,65.20
wt_hebbian,4,750,62.40
wt_hebbian,4,1000,68.00
wt_hebbian,5,250,0.00
wt_hebbian,5,500,0.00
wt_hebbian,5,750,0.00
wt_hebbian,5,1000,0.00
wt_hebbian,6,250,0.00
wt_hebbian,6,500,0.00
wt_hebbian,6,750,0.00
wt_hebbian,6,1000,0.00
wt_hebbian,7,250,22.40
wt_hebbian,7,500,28.00
wt_hebbian,7,750,20.80
wt_hebbian,7,1000,30.80
wt_hebbian,8,250,72.00
wt_hebbian,8,500,71.60
wt_hebbian,8,750,66.40
wt_hebbian,8,1000,69.20
wt_hebbian,9,250,12.80
wt_hebbian,9,500,13.20
wt_hebbian,9,750,11.60
wt_hebbian,9,1000,15.60
wt_hebbian,10,250,72.80
wt_hebbian,10,500,74.00
wt_hebbian,10,750,66.40
wt_hebbian,10,1000,70.40
wt_hebbian,11,250,21.20
wt_hebbian,11,500,28.80
wt_hebbian,11,750,21.60
wt_hebbian,11,1000,23.60
wt_hebbian,12,250,6.00
wt_hebbian,12,500,9.60
wt_hebbian,12,750,6.00
wt_hebbian,12,1000,6.40
wt_hebbian,13,250,40.40
wt_hebbian,13,500,36.80
wt_hebbian,13,750,41.60
wt_hebbian,13,1000,40.80
wt_hebbian,14,250,71.20
wt_hebbian,14,500,75.20
wt_hebbian,14,750,64.40
wt_hebbian,14,1000,74.80
wt_hebbian,14,1250,72.40
wt_hebbian,14,1500,71.60
wt_hebbian,15,250,29.20
wt_hebbian,15,500,26.80
wt_hebbian,15,750,24.00
wt_hebbian,15,1000,25.60
wt_hebbian,16,250,0.00
wt_hebbian,16,500,0.00
wt_hebbian,16,750,0.00
wt_hebbian,16,1000,0.00
rn_hebbian,1,250,13.20
rn_hebbian,1,500,19.20
rn_hebbian,1,750,15.60
rn_hebbian,1,1000,16.80
rn_hebbian,2,250,32.40
rn_hebbian,2,500,44.80
rn_hebbian,2,750,48.00
rn_hebbian,2,1000,48.40
rn_hebbian,3,250,0.00
rn_hebbian,3,500,0.00
rn_hebbian,3,750,0.00
rn_hebbian,3,1000,0.00
rn_hebbian,4,250,19.20
rn_hebbian,4,500,18.40
rn_hebbian,4,750,24.80
rn_hebbian,4,1000,23.60
rn_hebbian,5,250,8.00
rn_hebbian,5,500,4.40
rn_hebbian,5,750,4.40
rn_hebbian,5,1000,6.00
rn_hebbian,6,250,5.60
rn_hebbian,6,500,6.80
rn_hebbian,6,750,8.40
rn_hebbian,6,1000,6.00
rn_hebbian,7,250,15.20
rn_hebbian,7,500,18.00
rn_hebbian,7,750,11.60
rn_hebbian,7,1000,13.60
rn_hebbian,8,250,7.60
rn_hebbian,8,500,9.60
rn_hebbian,8,750,4.00
rn_hebbian,8,1000,6.80
rn_hebbian,9,250,22.40
rn_hebbian,9,500,25.20
rn_hebbian,9,750,25.20
rn_hebbian,9,1000,30.80
rn_hebbian,10,250,15.20
