arm,seed,success,foods,episodes,converged,onset,evasion_rate,temp_comfort,peak_action_density
wt_frozen,1,36.0,6.16,600,False,,8.90625,0.8736716113051202,2.874819040298462
wt_frozen,2,0.6666666666666667,2.1933333333333334,600,True,1,1.129943502824859,0.4355103048575268,2.4534831047058105
wt_frozen,3,6.666666666666667,3.486666666666667,600,True,1,2.4242424242424248,0.6235119044795386,2.689624071121216
wt_frozen,4,12.666666666666668,4.233333333333333,600,True,315,3.925619834710744,0.5799161896244255,2.5393917560577393
wt_frozen,5,1.3333333333333335,2.473333333333333,600,True,1,8.661417322834646,0.4051215310451902,2.619795322418213
wt_frozen,6,0.6666666666666667,1.96,600,True,1,1.4218009478672986,0.636712086502049,4.357644557952881
wt_frozen,7,2.666666666666667,2.8333333333333335,600,True,1,0.7092198581560284,0.8995351523399102,2.8423352241516113
wt_frozen,8,1.3333333333333335,2.7266666666666666,600,True,1,19.685039370078737,0.33678812036487843,3.104116201400757
wt_frozen,9,0.6666666666666667,2.44,600,True,1,14.467005076142133,0.3682688248599213,2.797499179840088
wt_frozen,10,2.0,2.4,600,True,1,14.8876404494382,0.33271580818639035,2.7289137840270996
wt_frozen,11,10.0,3.6733333333333333,600,True,1,31.818181818181824,0.41841212117264587,3.086639881134033
wt_frozen,12,0.6666666666666667,2.7066666666666666,600,True,1,2.386634844868735,0.5356526792419292,2.5495989322662354
wt_frozen,13,8.0,4.113333333333333,600,True,1,3.155818540433925,0.6424973146614135,2.6445798873901367
wt_frozen,14,3.3333333333333335,2.9466666666666668,600,True,1,1.71990171990172,0.49506339159398666,2.5433528423309326
wt_frozen,15,4.666666666666667,2.933333333333333,600,True,1,10.514018691588783,0.45956315586730995,2.489654541015625
wt_frozen,16,1.3333333333333335,3.066666666666667,600,True,1,0.22421524663677134,0.5932580233868701,2.507181406021118
wt_frozen,17,74.0,8.86,600,True,525,23.795180722891562,0.716330289898454,4.514273643493652
wt_frozen,18,4.666666666666667,2.8466666666666667,600,True,1,1.8716577540106953,0.4659032385007389,2.650167942047119
wt_frozen,19,0.0,1.5933333333333333,600,True,1,0.4750593824228029,0.6946750368452744,4.727242469787598
wt_frozen,20,1.3333333333333335,1.82,600,True,1,2.6490066225165565,0.9631193159301314,3.136852979660034
wt_frozen,21,40.0,6.633333333333334,600,True,547,6.206896551724138,0.7496838781055317,2.4176199436187744
wt_frozen,22,2.0,2.8066666666666666,600,True,1,14.588235294117647,0.40580172086145666,2.638702630996704
wt_frozen,23,2.0,2.1,600,True,1,3.125,0.5779053214083011,2.802711009979248
wt_frozen,24,30.666666666666664,6.08,600,True,334,27.33017377567141,0.5779349784530834,3.4095773696899414
wt_frozen,25,26.0,5.553333333333334,600,True,557,2.4390243902439024,0.7580185418238444,2.6164751052856445
wt_frozen,26,3.3333333333333335,2.6133333333333333,600,True,1,8.15217391304348,0.40107428356966957,2.6378705501556396
wt_frozen,27,2.0,2.986666666666667,600,True,1,16.626506024096386,0.4412992096093855,3.193725109100342
wt_frozen,28,16.0,4.526666666666666,600,False,,3.832116788321168,0.7150240016874558,2.7303242683410645
wt_frozen,29,21.333333333333336,5.513333333333334,600,True,464,45.82743988684583,0.47012863574589187,3.8178369998931885
wt_frozen,30,2.0,2.5,600,True,1,1.4423076923076923,0.5881345333951586,3.3120930194854736
wt_frozen,31,1.3333333333333335,2.6133333333333333,600,True,1,2.240896358543418,0.446228847551075,2.6059110164642334
wt_frozen,32,0.6666666666666667,2.0,600,True,1,1.4117647058823528,0.6447317872120447,3.2957348823547363
wt_frozen,33,1.3333333333333335,2.466666666666667,600,True,1,0.81799591002045,0.7102437260986709,2.9427733421325684
wt_frozen,34,4.0,3.1666666666666665,600,True,1,2.2887323943661975,0.8849685131904024,2.8935256004333496
wt_frozen,35,44.0,6.746666666666667,600,False,,4.8903878583473865,0.83617480496828,2.5397682189941406
wt_frozen,36,1.3333333333333335,2.96,600,True,1,1.834862385321101,0.7676437862627435,2.907337188720703
wt_frozen,37,8.0,3.473333333333333,600,True,1,18.876404494382022,0.43795937592584766,3.0017454624176025
wt_frozen,38,2.0,2.486666666666667,600,True,1,2.209944751381215,0.44466231518271637,2.469485282897949
wt_frozen,39,36.666666666666664,6.22,600,True,396,7.999999999999999,0.6638640185970212,2.9071779251098633
wt_frozen,40,1.3333333333333335,1.9466666666666668,600,True,1,2.0952380952380953,0.8373372106362837,4.226386547088623
wt_frozen,41,3.3333333333333335,3.12,600,True,1,12.610619469026549,0.4713859401411338,2.7409300804138184
wt_frozen,42,0.6666666666666667,2.16,600,True,1,21.91011235955056,0.29274026480233717,5.149633407592773
wt_frozen,43,2.666666666666667,2.92,600,True,1,22.613065326633162,0.3391828725722144,3.8612141609191895
wt_frozen,44,48.66666666666667,7.2,600,True,454,9.057971014492752,0.6780220431182645,3.9523892402648926
wt_frozen,45,14.000000000000002,4.78,600,True,451,3.6713286713286712,0.8658860527842459,2.5574746131896973
wt_frozen,46,30.0,5.84,600,True,566,8.963093145869948,0.6015299436925625,2.486698865890503
wt_frozen,47,2.666666666666667,3.34,600,True,1,2.0370370370370368,0.7775760789159553,2.8435897827148438
wt_frozen,48,2.666666666666667,2.526666666666667,600,True,1,1.4285714285714286,0.8420123479812953,3.4474682807922363
wt_frozen,49,4.666666666666667,3.1933333333333334,600,True,1,26.174496644295303,0.38858942494249615,2.723418712615967
wt_frozen,50,8.0,3.86,600,False,,28.4,0.4714143808866688,3.4574718475341797
