condition,wiring,seed,auc_foods,auc_success,episodes_to_30pct_success,episodes_to_90pct_foods_plateau,primary_censored
nogap,wt,32,18.642000,0.719667,203.000000,208.000000,0
nogap,wt,33,15.278000,0.412000,825.000000,825.000000,0
nogap,wt,34,17.890000,0.675667,183.000000,614.000000,0
nogap,wt,35,19.231000,0.850000,142.000000,231.000000,0
nogap,wt,36,17.960000,0.646667,304.000000,394.000000,0
nogap,wt,37,18.172000,0.704333,175.000000,222.000000,0
nogap,wt,38,19.173000,0.846333,207.000000,303.000000,0
nogap,wt,39,19.252000,0.843333,30.000000,220.000000,0
nogap,wt,40,19.010000,0.815667,48.000000,159.000000,0
nogap,wt,41,18.774333,0.790333,229.000000,400.000000,0
nogap,wt,42,16.902667,0.585333,342.000000,322.000000,0
nogap,wt,43,19.263000,0.817000,208.000000,343.000000,0
nogap,wt,44,18.314667,0.717000,273.000000,293.000000,0
nogap,wt,45,18.461667,0.767000,129.000000,245.000000,0
nogap,wt,46,18.794333,0.779000,59.000000,136.000000,0
nogap,wt,47,19.136667,0.821667,70.000000,205.000000,0
nogap,wt,48,18.925000,0.816667,109.000000,162.000000,0
nogap,wt,49,19.467000,0.866333,242.000000,273.000000,0
nogap,wt,50,18.966000,0.771667,359.000000,390.000000,0
nogap,wt,51,18.733000,0.722333,223.000000,218.000000,0
nogap,wt,52,19.006000,0.803333,328.000000,419.000000,0
nogap,wt,53,18.595000,0.728333,295.000000,327.000000,0
nogap,wt,54,18.895333,0.815000,63.000000,163.000000,0
nogap,wt,55,18.079000,0.611667,152.000000,51.000000,0
nogap,wt,56,19.171333,0.850333,130.000000,254.000000,0
nogap,wt,57,19.080667,0.791333,222.000000,262.000000,0
nogap,wt,58,18.477667,0.623667,301.000000,392.000000,0
nogap,wt,59,19.022000,0.798333,126.000000,304.000000,0
nogap,wt,60,18.068000,0.704333,88.000000,623.000000,0
nogap,wt,61,18.720000,0.777667,110.000000,254.000000,0
nogap,wt,62,17.816000,0.684667,132.000000,164.000000,0
nogap,wt,63,18.182667,0.694333,275.000000,365.000000,0
nogap,wt,64,18.247000,0.701000,88.000000,213.000000,0
nogap,wt,65,19.519000,0.900667,88.000000,213.000000,0
nogap,wt,66,17.315667,0.622667,196.000000,230.000000,0
nogap,wt,67,18.130000,0.702000,239.000000,661.000000,0
nogap,wt,68,17.592667,0.637333,269.000000,321.000000,0
nogap,wt,69,15.667667,0.485333,248.000000,210.000000,0
nogap,wt,70,17.839333,0.672667,208.000000,248.000000,0
nogap,wt,71,18.633000,0.766000,160.000000,253.000000,0
nogap,wt,72,17.535000,0.670333,132.000000,234.000000,0
nogap,wt,73,19.195000,0.799000,236.000000,280.000000,0
nogap,wt,74,19.375000,0.871333,138.000000,214.000000,0
nogap,wt,75,17.111333,0.654000,128.000000,225.000000,0
nogap,wt,76,17.931667,0.619667,439.000000,310.000000,0
nogap,wt,77,18.355333,0.711333,252.000000,331.000000,0
nogap,wt,78,18.602333,0.780667,224.000000,346.000000,0
nogap,wt,79,19.089667,0.836000,180.000000,298.000000,0
nogap,wt,80,16.346667,0.349667,460.000000,296.000000,0
nogap,wt,81,17.751000,0.687667,172.000000,239.000000,0
nogap,wt,82,16.872333,0.566667,587.000000,658.000000,0
nogap,wt,83,19.076333,0.759000,226.000000,247.000000,0
nogap,wt,84,18.896000,0.807000,93.000000,225.000000,0
nogap,wt,85,19.150000,0.837333,70.000000,208.000000,0
nogap,wt,86,18.541667,0.784667,156.000000,218.000000,0
nogap,wt,87,19.022000,0.828667,85.000000,215.000000,0
nogap,wt,88,18.751000,0.785000,85.000000,218.000000,0
nogap,wt,89,18.135000,0.760000,112.000000,102.000000,0
nogap,wt,90,18.734000,0.789000,129.000000,220.000000,0
nogap,wt,91,17.681333,0.630667,402.000000,829.000000,0
nogap,wt,92,18.340667,0.558333,284.000000,228.000000,0
nogap,wt,93,19.101333,0.832667,146.000000,279.000000,0
nogap,wt,94,19.397333,0.875000,82.000000,203.000000,0
nogap,wt,95,18.616333,0.773333,106.000000,221.000000,0
nogap,wt,96,18.552333,0.734333,192.000000,244.000000,0
nogap,rn,1,18.641667,0.795000,236.000000,256.000000,0
nogap,rn,2,19.474333,0.888000,76.000000,188.000000,0
nogap,rn,3,18.652667,0.761333,123.000000,223.000000,0
nogap,rn,4,17.122000,0.607667,202.000000,265.000000,0
nogap,rn,5,18.933333,0.819667,53.000000,228.000000,0
nogap,rn,6,17.409667,0.642667,115.000000,134.000000,0
nogap,rn,7,19.142000,0.849667,103.000000,181.000000,0
nogap,rn,8,17.196333,0.621000,202.000000,310.000000,0
nogap,rn,9,17.629000,0.677000,79.000000,213.000000,0
nogap,rn,10,17.331000,0.612667,356.000000,470.000000,0
nogap,rn,11,18.333000,0.726000,210.000000,267.000000,0
nogap,rn,12,18.759333,0.799667,286.000000,375.000000,0
nogap,rn,13,18.675667,0.794333,180.000000,275.000000,0
nogap,rn,14,16.574000,0.602000,246.000000,229.000000,0
nogap,rn,15,17.799333,0.741667,418.000000,506.000000,0
nogap,rn,16,18.291333,0.721000,55.000000,104.000000,0
nogap,rn,17,19.319000,0.877667,100.000000,225.000000,0
nogap,rn,18,18.960333,0.800000,232.000000,281.000000,0
nogap,rn,19,17.959000,0.709333,60.000000,213.000000,0
nogap,rn,20,19.350667,0.855000,95.000000,145.000000,0
nogap,rn,21,16.091667,0.523667,346.000000,421.000000,0
nogap,rn,22,18.202667,0.710000,78.000000,125.000000,0
nogap,rn,23,17.282667,0.650333,166.000000,247.000000,0
nogap,rn,24,18.849667,0.820667,179.000000,298.000000,0
nogap,rn,25,18.727000,0.801000,99.000000,232.000000,0
nogap,rn,26,18.397000,0.775000,39.000000,78.000000,0
nogap,rn,27,19.047000,0.834667,136.000000,222.000000,0
nogap,rn,28,19.263000,0.869000,76.000000,209.000000,0
nogap,rn,29,19.342667,0.894667,105.000000,234.000000,0
nogap,rn,30,18.799667,0.807667,189.000000,291.000000,0
nogap,rn,31,18.990000,0.820000,129.000000,227.000000,0
nogap,rn,32,18.812000,0.810000,168.000000,237.000000,0
nogap,rn,33,17.586667,0.643000,208.000000,216.000000,0
nogap,rn,34,17.683667,0.702000,150.000000,266.000000,0
nogap,rn,35,19.185000,0.852333,60.000000,209.000000,0
nogap,rn,36,18.894667,0.832667,59.000000,127.000000,0
nogap,rn,37,17.268333,0.641333,88.000000,123.000000,0
nogap,rn,38,19.171000,0.852333,86.000000,182.000000,0
nogap,rn,39,18.826000,0.793000,158.000000,225.000000,0
nogap,rn,40,18.867667,0.814667,116.000000,244.000000,0
nogap,rn,41,19.212667,0.845333,125.000000,207.000000,0
nogap,rn,42,17.741667,0.724667,185.000000,409.000000,0
nogap,rn,43,19.222000,0.831667,106.000000,134.000000,0
nogap,rn,44,18.899667,0.821333,150.000000,238.000000,0
nogap,rn,45,17.712667,0.671000,116.000000,72.000000,0
nogap,rn,46,18.763333,0.801000,140.000000,261.000000,0
nogap,rn,47,19.519667,0.908333,89.000000,202.000000,0
nogap,rn,48,19.619333,0.914000,66.000000,155.000000,0
nogap,rn,49,19.223667,0.846667,238.000000,339.000000,0
nogap,rn,50,18.952000,0.791000,182.000000,234.000000,0
nogap,rn,51,17.646333,0.535667,362.000000,386.000000,0
nogap,rn,52,19.012000,0.828667,100.000000,210.000000,0
nogap,rn,53,18.629000,0.707333,112.000000,161.000000,0
nogap,rn,54,18.872000,0.819333,69.000000,281.000000,0
nogap,rn,55,18.662000,0.739333,106.000000,132.000000,0
nogap,rn,56,17.021667,0.613000,245.000000,298.000000,0
nogap,rn,57,19.362333,0.877000,70.000000,175.000000,0
nogap,rn,58,18.259667,0.759333,201.000000,284.000000,0
nogap,rn,59,19.004667,0.804667,158.000000,204.000000,0
nogap,rn,60,17.229333,0.688000,153.000000,294.000000,0
nogap,rn,61,17.839333,0.728000,290.000000,445.000000,0
nogap,rn,62,18.097333,0.754333,88.000000,58.000000,0
nogap,rn,63,18.263000,0.716667,233.000000,369.000000,0
nogap,rn,64,19.444000,0.900000,13.000000,58.000000,0
nogap,rn,65,18.507000,0.768333,205.000000,518.000000,0
nogap,rn,66,16.466333,0.587333,89.000000,419.000000,0
nogap,rn,67,18.157333,0.687000,179.000000,230.000000,0
nogap,rn,68,14.198000,0.449667,93.000000,75.000000,0
nogap,rn,69,16.447333,0.566000,266.000000,269.000000,0
nogap,rn,70,17.890667,0.756000,110.000000,597.000000,0
nogap,rn,71,18.665667,0.808333,172.000000,304.000000,0
nogap,rn,72,19.116333,0.849000,150.000000,283.000000,0
nogap,rn,73,19.182000,0.825667,217.000000,284.000000,0
nogap,rn,74,18.157000,0.747000,70.000000,144.000000,0
nogap,rn,75,18.091667,0.750333,88.000000,134.000000,0
nogap,rn,76,18.204000,0.729000,328.000000,323.000000,0
nogap,rn,77,17.225333,0.624333,160.000000,994.000000,0
nogap,rn,78,18.528333,0.747667,214.000000,307.000000,0
nogap,rn,79,19.171000,0.848333,73.000000,126.000000,0
nogap,rn,80,16.969667,0.616000,125.000000,117.000000,0
nogap,rn,81,0.004000,0.000000,3000.000000,3000.000000,1
nogap,rn,82,18.674667,0.799000,43.000000,355.000000,0
nogap,rn,83,18.778333,0.729000,216.000000,238.000000,0
nogap,rn,84,17.564000,0.730667,89.000000,365.000000,0
nogap,rn,85,19.172667,0.867000,20.000000,202.000000,0
nogap,rn,86,18.610333,0.799333,72.000000,170.000000,0
nogap,rn,87,19.094667,0.852333,46.000000,260.000000,0
nogap,rn,88,19.157667,0.863000,103.000000,232.000000,0
nogap,rn,89,17.041667,0.721667,83.000000,119.000000,0
nogap,rn,90,19.354667,0.874333,113.000000,226.000000,0
nogap,rn,91,18.324333,0.725000,98.000000,143.000000,0
nogap,rn,92,18.141333,0.524333,321.000000,319.000000,0
nogap,rn,93,17.224667,0.686000,39.000000,101.000000,0
nogap,rn,94,19.419667,0.888000,48.000000,133.000000,0
nogap,rn,95,18.922667,0.836333,70.000000,65.000000,0
nogap,rn,96,18.793333,0.821333,105.000000,191.000000,0
baseline_nogap,wt,1,18.632000,0.839333,26.000000,38.000000,0
baseline_nogap,wt,2,18.911000,0.863000,32.000000,39.000000,0
baseline_nogap,wt,3,17.604667,0.728333,30.000000,75.000000,0
baseline_nogap,wt,4,16.703000,0.683333,50.000000,240.000000,0
baseline_nogap,wt,5,18.603000,0.818000,36.000000,60.000000,0
baseline_nogap,wt,6,15.417333,0.576000,72.000000,203.000000,0
baseline_nogap,wt,7,10.012333,0.342333,391.000000,393.000000,0
baseline_nogap,wt,8,7.939000,0.179667,30.000000,23.000000,0
baseline_nogap,wt,9,16.062667,0.615000,29.000000,18.000000,0
baseline_nogap,wt,10,16.529000,0.688333,55.000000,105.000000,0
baseline_nogap,wt,11,9.087000,0.323333,42.000000,23.000000,0
baseline_nogap,wt,12,19.100667,0.872000,6.000000,133.000000,0
baseline_nogap,wt,13,16.087000,0.639000,214.000000,57.000000,0
baseline_nogap,wt,14,16.542333,0.597667,89.000000,11.000000,0
baseline_nogap,wt,15,15.582667,0.624667,62.000000,82.000000,0
baseline_nogap,wt,16,14.465667,0.569000,15.000000,30.000000,0
baseline_nogap,wt,17,15.943000,0.652333,78.000000,111.000000,0
baseline_nogap,wt,18,13.432667,0.555667,202.000000,286.000000,0
baseline_nogap,wt,19,12.812333,0.477667,200.000000,140.000000,0
baseline_nogap,wt,20,15.113667,0.565667,8.000000,13.000000,0
baseline_nogap,wt,21,16.206000,0.692333,49.000000,5.000000,0
baseline_nogap,wt,22,17.586667,0.726000,48.000000,48.000000,0
baseline_nogap,wt,23,14.220000,0.549333,139.000000,274.000000,0
baseline_nogap,wt,24,16.332000,0.652667,9.000000,3.000000,0
baseline_nogap,wt,25,17.653000,0.706000,18.000000,22.000000,0
baseline_nogap,wt,26,17.786667,0.758000,10.000000,236.000000,0
baseline_nogap,wt,27,18.758333,0.831000,56.000000,90.000000,0
baseline_nogap,wt,28,18.515333,0.820667,3.000000,17.000000,0
baseline_nogap,wt,29,10.025667,0.321000,3.000000,2.000000,0
baseline_nogap,wt,30,16.686667,0.671000,8.000000,10.000000,0
baseline_nogap,wt,31,17.054667,0.685333,135.000000,115.000000,0
baseline_nogap,wt,32,3.723333,0.119000,214.000000,1.000000,0
baseline_nogap,wt,33,13.366667,0.454000,196.000000,139.000000,0
baseline_nogap,wt,34,9.765000,0.318000,39.000000,10.000000,0
baseline_nogap,wt,35,17.508667,0.734000,3.000000,9.000000,0
baseline_nogap,wt,36,13.559000,0.521000,13.000000,306.000000,0
baseline_nogap,wt,37,16.594667,0.688333,16.000000,18.000000,0
baseline_nogap,wt,38,15.575333,0.617000,2.000000,2.000000,0
baseline_nogap,wt,39,0.001000,0.000000,3000.000000,3000.000000,1
baseline_nogap,wt,40,9.063333,0.340667,311.000000,148.000000,0
baseline_nogap,wt,41,16.876333,0.700333,2.000000,2.000000,0
baseline_nogap,wt,42,6.028333,0.089000,10.000000,1.000000,0
baseline_nogap,wt,43,17.130000,0.708667,55.000000,113.000000,0
baseline_nogap,wt,44,15.531667,0.599667,76.000000,43.000000,0
baseline_nogap,wt,45,11.793667,0.353000,804.000000,71.000000,0
baseline_nogap,wt,46,15.730667,0.635333,135.000000,1.000000,0
baseline_nogap,wt,47,18.308333,0.811667,73.000000,187.000000,0
baseline_nogap,wt,48,10.049667,0.364000,929.000000,976.000000,0
baseline_nogap,wt,49,9.557333,0.282667,876.000000,3.000000,0
baseline_nogap,wt,50,2.228333,0.048000,252.000000,1.000000,0
baseline_nogap,wt,51,10.521000,0.373667,85.000000,239.000000,0
baseline_nogap,wt,52,8.045333,0.288333,35.000000,1.000000,0
baseline_nogap,wt,53,15.307333,0.597000,50.000000,2.000000,0
baseline_nogap,wt,54,10.581000,0.373667,722.000000,1.000000,0
baseline_nogap,wt,55,18.219333,0.779667,20.000000,32.000000,0
baseline_nogap,wt,56,11.165667,0.408000,233.000000,1.000000,0
baseline_nogap,wt,57,9.170667,0.305000,399.000000,372.000000,0
baseline_nogap,wt,58,17.649000,0.729000,23.000000,16.000000,0
baseline_nogap,wt,59,16.484000,0.626333,76.000000,28.000000,0
baseline_nogap,wt,60,17.806333,0.751333,9.000000,13.000000,0
baseline_nogap,wt,61,18.694000,0.822667,3.000000,44.000000,0
baseline_nogap,wt,62,4.435667,0.080000,65.000000,1.000000,0
baseline_nogap,wt,63,18.930667,0.838667,80.000000,216.000000,0
baseline_nogap,wt,64,16.483667,0.667667,43.000000,404.000000,0
baseline_nogap,wt,65,19.084000,0.867000,5.000000,17.000000,0
baseline_nogap,wt,66,5.099333,0.148333,303.000000,6.000000,0
baseline_nogap,wt,67,8.938667,0.276333,1708.000000,1736.000000,0
baseline_nogap,wt,68,18.018000,0.749333,3.000000,14.000000,0
baseline_nogap,wt,69,14.205000,0.478333,169.000000,192.000000,0
baseline_nogap,wt,70,7.908333,0.260667,307.000000,7.000000,0
baseline_nogap,wt,71,11.167333,0.411667,58.000000,1.000000,0
baseline_nogap,wt,72,13.648000,0.498667,192.000000,215.000000,0
baseline_nogap,wt,73,18.052667,0.742667,40.000000,158.000000,0
baseline_nogap,wt,74,16.057333,0.648000,29.000000,22.000000,0
baseline_nogap,wt,75,1.612667,0.000000,3000.000000,1.000000,1
baseline_nogap,wt,76,12.148667,0.376667,229.000000,1.000000,0
baseline_nogap,wt,77,3.212333,0.093333,250.000000,1.000000,0
baseline_nogap,wt,78,10.623000,0.384000,20.000000,4.000000,0
baseline_nogap,wt,79,19.274000,0.886000,40.000000,88.000000,0
baseline_nogap,wt,80,14.799667,0.576000,251.000000,372.000000,0
baseline_nogap,wt,81,2.448000,0.085000,2654.000000,68.000000,0
baseline_nogap,wt,82,13.739000,0.561667,235.000000,493.000000,0
baseline_nogap,wt,83,16.752000,0.629000,377.000000,401.000000,0
baseline_nogap,wt,84,18.343000,0.807667,3.000000,11.000000,0
baseline_nogap,wt,85,17.888667,0.771000,12.000000,14.000000,0
baseline_nogap,wt,86,10.873667,0.430333,16.000000,6.000000,0
baseline_nogap,wt,87,15.181667,0.616667,179.000000,171.000000,0
baseline_nogap,wt,88,17.177667,0.723667,50.000000,94.000000,0
baseline_nogap,wt,89,15.870000,0.622667,224.000000,264.000000,0
baseline_nogap,wt,90,14.931000,0.594000,82.000000,25.000000,0
baseline_nogap,wt,91,9.008333,0.260333,1325.000000,4.000000,0
baseline_nogap,wt,92,16.265000,0.647000,36.000000,36.000000,0
baseline_nogap,wt,93,15.011333,0.647000,99.000000,269.000000,0
baseline_nogap,wt,94,18.587333,0.819000,38.000000,56.000000,0
baseline_nogap,wt,95,8.046000,0.171333,28.000000,10.000000,0
baseline_nogap,wt,96,17.846333,0.762667,73.000000,118.000000,0
baseline_nogap,rn,1,11.564667,0.471667,113.000000,141.000000,0
baseline_nogap,rn,2,2.587333,0.031000,5.000000,1.000000,0
baseline_nogap,rn,3,9.637333,0.340333,225.000000,225.000000,0
baseline_nogap,rn,4,0.972333,0.007333,5.000000,3000.000000,0
baseline_nogap,rn,5,12.415333,0.409667,2.000000,1.000000,0
baseline_nogap,rn,6,6.116667,0.135000,552.000000,13.000000,0
baseline_nogap,rn,7,12.111333,0.423333,808.000000,788.000000,0
baseline_nogap,rn,8,12.657333,0.470000,53.000000,1.000000,0
baseline_nogap,rn,9,14.032000,0.558667,309.000000,344.000000,0
baseline_nogap,rn,10,8.568667,0.293000,8.000000,6.000000,0
baseline_nogap,rn,11,3.050667,0.051333,16.000000,3000.000000,0
baseline_nogap,rn,12,16.129333,0.665000,2.000000,2.000000,0
baseline_nogap,rn,13,5.821000,0.176333,28.000000,1.000000,0
baseline_nogap,rn,14,1.454333,0.021667,3.000000,1.000000,0
baseline_nogap,rn,15,5.202667,0.155000,13.000000,3000.000000,0
baseline_nogap,rn,16,15.034333,0.593333,5.000000,5.000000,0
baseline_nogap,rn,17,15.438333,0.612000,66.000000,392.000000,0
baseline_nogap,rn,18,12.174333,0.454667,26.000000,54.000000,0
baseline_nogap,rn,19,0.367667,0.007667,3000.000000,3000.000000,1
baseline_nogap,rn,20,13.599333,0.540000,3.000000,1467.000000,0
baseline_nogap,rn,21,2.251667,0.052000,367.000000,2.000000,0
baseline_nogap,rn,22,1.557333,0.040333,13.000000,1.000000,0
baseline_nogap,rn,23,4.154333,0.105667,43.000000,18.000000,0
baseline_nogap,rn,24,15.942333,0.619333,3.000000,5.000000,0
baseline_nogap,rn,25,15.215667,0.630333,3.000000,3.000000,0
baseline_nogap,rn,26,13.816000,0.482000,23.000000,28.000000,0
baseline_nogap,rn,27,14.194000,0.578667,160.000000,235.000000,0
baseline_nogap,rn,28,11.217333,0.368667,22.000000,3.000000,0
baseline_nogap,rn,29,7.596000,0.262000,9.000000,6.000000,0
baseline_nogap,rn,30,13.947333,0.587000,557.000000,600.000000,0
baseline_nogap,rn,31,17.456333,0.729667,29.000000,76.000000,0
baseline_nogap,rn,32,6.831667,0.225333,52.000000,1.000000,0
baseline_nogap,rn,33,14.770667,0.557333,86.000000,40.000000,0
baseline_nogap,rn,34,2.412667,0.063667,550.000000,2.000000,0
baseline_nogap,rn,35,15.018333,0.556333,6.000000,7.000000,0
baseline_nogap,rn,36,16.945333,0.713333,9.000000,10.000000,0
baseline_nogap,rn,37,12.636667,0.470333,16.000000,13.000000,0
baseline_nogap,rn,38,10.031000,0.315000,2.000000,1.000000,0
baseline_nogap,rn,39,15.858333,0.647000,49.000000,235.000000,0
baseline_nogap,rn,40,13.310333,0.463000,15.000000,248.000000,0
baseline_nogap,rn,41,10.855667,0.398000,6.000000,235.000000,0
baseline_nogap,rn,42,1.656333,0.030000,129.000000,1.000000,0
baseline_nogap,rn,43,14.561333,0.544333,239.000000,331.000000,0
baseline_nogap,rn,44,6.614333,0.129667,2194.000000,93.000000,0
baseline_nogap,rn,45,15.677000,0.619333,20.000000,93.000000,0
baseline_nogap,rn,46,6.204333,0.228667,13.000000,1.000000,0
baseline_nogap,rn,47,10.133667,0.323000,10.000000,7.000000,0
baseline_nogap,rn,48,12.192333,0.410333,252.000000,274.000000,0
baseline_nogap,rn,49,13.179667,0.483333,93.000000,560.000000,0
baseline_nogap,rn,50,6.498333,0.143333,235.000000,3.000000,0
baseline_nogap,rn,51,13.499000,0.454000,29.000000,45.000000,0
baseline_nogap,rn,52,12.734000,0.430000,13.000000,26.000000,0
baseline_nogap,rn,53,8.187333,0.261333,785.000000,1.000000,0
baseline_nogap,rn,54,10.565667,0.367333,16.000000,18.000000,0
baseline_nogap,rn,55,0.007333,0.000000,3000.000000,3000.000000,1
baseline_nogap,rn,56,6.500333,0.214333,12.000000,1.000000,0
baseline_nogap,rn,57,15.921333,0.656667,86.000000,162.000000,0
baseline_nogap,rn,58,17.621000,0.768333,136.000000,427.000000,0
baseline_nogap,rn,59,13.728667,0.509667,229.000000,241.000000,0
baseline_nogap,rn,60,13.450667,0.506000,15.000000,25.000000,0
baseline_nogap,rn,61,14.879000,0.563667,70.000000,3.000000,0
baseline_nogap,rn,62,14.520667,0.570000,8.000000,1.000000,0
baseline_nogap,rn,63,15.568333,0.611667,45.000000,39.000000,0
baseline_nogap,rn,64,15.250667,0.612667,36.000000,18.000000,0
baseline_nogap,rn,65,2.048000,0.025667,42.000000,1.000000,0
baseline_nogap,rn,66,7.688667,0.270333,1473.000000,1446.000000,0
baseline_nogap,rn,67,2.852333,0.065000,2676.000000,65.000000,0
baseline_nogap,rn,68,11.414333,0.401667,707.000000,788.000000,0
baseline_nogap,rn,69,3.373333,0.126000,32.000000,3000.000000,0
baseline_nogap,rn,70,0.095000,0.000000,3000.000000,2.000000,1
baseline_nogap,rn,71,10.652000,0.336000,5.000000,2.000000,0
baseline_nogap,rn,72,12.192333,0.447333,30.000000,2.000000,0
baseline_nogap,rn,73,18.175333,0.787333,5.000000,11.000000,0
baseline_nogap,rn,74,10.878333,0.371000,50.000000,3.000000,0
baseline_nogap,rn,75,12.295000,0.472000,25.000000,2.000000,0
baseline_nogap,rn,76,9.278333,0.310667,65.000000,88.000000,0
baseline_nogap,rn,77,10.062000,0.334667,16.000000,7.000000,0
baseline_nogap,rn,78,14.691333,0.556333,2.000000,2.000000,0
baseline_nogap,rn,79,14.312000,0.562667,12.000000,11.000000,0
baseline_nogap,rn,80,1.258667,0.023333,2661.000000,1.000000,0
baseline_nogap,rn,81,9.611333,0.365333,16.000000,1.000000,0
baseline_nogap,rn,82,1.472000,0.011667,3000.000000,2.000000,1
baseline_nogap,rn,83,6.214000,0.184667,25.000000,1.000000,0
baseline_nogap,rn,84,0.173333,0.000000,3000.000000,1.000000,1
baseline_nogap,rn,85,11.047333,0.398667,32.000000,2.000000,0
baseline_nogap,rn,86,4.192000,0.118667,82.000000,1.000000,0
baseline_nogap,rn,87,9.189000,0.296333,140.000000,12.000000,0
baseline_nogap,rn,88,14.852333,0.592333,237.000000,357.000000,0
baseline_nogap,rn,89,2.499333,0.072000,173.000000,1.000000,0
baseline_nogap,rn,90,16.561667,0.676667,19.000000,266.000000,0
baseline_nogap,rn,91,5.375333,0.106667,5.000000,1.000000,0
baseline_nogap,rn,92,9.566000,0.295333,52.000000,21.000000,0
baseline_nogap,rn,93,15.677333,0.610000,2.000000,2.000000,0
baseline_nogap,rn,94,12.757000,0.432000,10.000000,5.000000,0
baseline_nogap,rn,95,1.143000,0.001000,3000.000000,3000.000000,1
baseline_nogap,rn,96,11.901667,0.448333,33.000000,35.000000,0
