run,config_name,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
1308,mlpppo_small_5agents_mixed_phenotype_oracle,48,9,1198,0,0.8000,0.0333,1199,0.8333,0,0,0.0938,0.0000
1309,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,945,0,1.0000,0.0000,947,0.8590,0,0,0.0478,0.0000
1310,mlpppo_small_5agents_mixed_phenotype_oracle,49,3,1085,0,0.8000,0.0163,1087,0.8462,0,0,0.0564,0.0000
1311,mlpppo_small_5agents_mixed_phenotype_oracle,47,7,973,0,0.8000,0.0511,973,0.8333,0,0,0.0628,0.0000
1312,mlpppo_small_5agents_mixed_phenotype_oracle,49,6,1077,0,0.8000,0.0163,1080,0.8441,0,0,0.1097,0.0000
1313,mlpppo_small_5agents_mixed_phenotype_oracle,49,5,973,0,0.8000,0.0163,973,0.8010,0,0,0.0924,0.0000
1314,mlpppo_small_5agents_mixed_phenotype_oracle,50,5,919,0,1.0000,0.0000,921,0.7854,0,0,0.1268,0.0000
1315,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,1067,0,1.0000,0.0000,1070,0.8370,0,0,0.0781,0.0000
1316,mlpppo_small_5agents_mixed_phenotype_oracle,50,2,800,0,1.0000,0.0000,800,0.7785,0,0,0.0892,0.0000
1317,mlpppo_small_5agents_mixed_phenotype_oracle,40,5,808,0,0.8000,0.2000,810,0.8452,0,0,0.0492,0.0000
1318,mlpppo_small_5agents_mixed_phenotype_oracle,42,7,1258,0,0.4000,0.1048,1255,0.8408,0,0,0.0624,0.0000
1319,mlpppo_small_5agents_mixed_phenotype_oracle,50,8,990,0,1.0000,0.0000,990,0.7959,0,0,0.0282,0.0000
1320,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,1027,0,1.0000,0.0000,1029,0.8325,0,0,0.0481,0.0000
1321,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,646,0,1.0000,0.0000,648,0.7603,0,0,0.0622,0.0000
1322,mlpppo_small_5agents_mixed_phenotype_oracle,48,5,995,0,0.8000,0.0333,995,0.8349,0,0,0.1456,0.0000
1323,mlpppo_small_5agents_mixed_phenotype_oracle,46,4,1135,0,0.8000,0.0696,1137,0.8468,0,0,0.1054,0.0000
1324,mlpppo_small_5agents_mixed_phenotype_oracle,50,5,1069,0,1.0000,0.0000,1071,0.8677,0,0,0.0918,0.0000
1325,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,1125,0,1.0000,0.0000,1125,0.8541,0,0,0.0784,0.0000
1326,mlpppo_small_5agents_mixed_phenotype_oracle,45,7,1397,0,0.6000,0.0800,1398,0.8931,0,0,0.0762,0.0000
1327,mlpppo_small_5agents_mixed_phenotype_oracle,50,5,768,0,1.0000,0.0000,770,0.7896,0,0,0.0639,0.0000
1328,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,976,0,1.0000,0.0000,979,0.8321,0,0,0.1071,0.0000
1329,mlpppo_small_5agents_mixed_phenotype_oracle,42,14,1135,0,0.6000,0.1333,1137,0.8714,0,0,0.1169,0.0000
1330,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,914,0,1.0000,0.0000,914,0.8105,0,0,0.1146,0.0000
1331,mlpppo_small_5agents_mixed_phenotype_oracle,48,3,1289,0,0.6000,0.0250,1289,0.8630,0,0,0.0447,0.0000
1332,mlpppo_small_5agents_mixed_phenotype_oracle,47,4,982,0,0.8000,0.0511,983,0.8229,0,0,0.0964,0.0000
1333,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,832,0,1.0000,0.0000,832,0.7437,0,0,0.0515,0.0000
1334,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,1014,0,1.0000,0.0000,1014,0.7877,0,0,0.0782,0.0000
1335,mlpppo_small_5agents_mixed_phenotype_oracle,49,5,1046,0,0.8000,0.0163,1049,0.8188,0,0,0.0591,0.0000
1336,mlpppo_small_5agents_mixed_phenotype_oracle,49,4,1145,0,0.8000,0.0163,1144,0.8371,0,0,0.0777,0.0000
1337,mlpppo_small_5agents_mixed_phenotype_oracle,49,2,1012,0,0.8000,0.0163,1011,0.8539,0,0,0.1079,0.0000
1338,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,921,0,1.0000,0.0000,923,0.8518,0,0,0.0595,0.0000
1339,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,1027,0,1.0000,0.0000,1027,0.8681,0,0,0.0429,0.0000
1340,mlpppo_small_5agents_mixed_phenotype_oracle,40,6,841,0,0.8000,0.2000,841,0.8493,0,0,0.0922,0.0000
1341,mlpppo_small_5agents_mixed_phenotype_oracle,49,5,895,0,0.8000,0.0163,897,0.8243,0,0,0.0582,0.0000
1342,mlpppo_small_5agents_mixed_phenotype_oracle,47,8,1172,0,0.8000,0.0511,1171,0.8234,0,0,0.1207,0.0000
1343,mlpppo_small_5agents_mixed_phenotype_oracle,48,2,1162,0,0.8000,0.0333,1163,0.8729,0,0,0.0805,0.0000
1344,mlpppo_small_5agents_mixed_phenotype_oracle,50,2,1104,0,1.0000,0.0000,1108,0.8613,0,0,0.1060,0.0000
1345,mlpppo_small_5agents_mixed_phenotype_oracle,45,7,1024,0,0.8000,0.0889,1028,0.8573,0,0,0.1013,0.0000
1346,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,909,0,1.0000,0.0000,909,0.8057,0,0,0.0946,0.0000
1347,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,919,0,1.0000,0.0000,921,0.8216,0,0,0.0970,0.0000
1348,mlpppo_small_5agents_mixed_phenotype_oracle,43,7,971,0,0.8000,0.1302,973,0.8541,0,0,0.1594,0.0000
1349,mlpppo_small_5agents_mixed_phenotype_oracle,50,2,916,0,1.0000,0.0000,918,0.8081,0,0,0.0837,0.0000
1350,mlpppo_small_5agents_mixed_phenotype_oracle,45,5,1108,0,0.6000,0.0711,1110,0.8502,0,0,0.0343,0.0000
1351,mlpppo_small_5agents_mixed_phenotype_oracle,50,5,1216,0,1.0000,0.0000,1216,0.8645,0,0,0.0492,0.0000
1352,mlpppo_small_5agents_mixed_phenotype_oracle,49,10,1092,0,0.8000,0.0163,1092,0.8428,0,0,0.0984,0.0000
1353,mlpppo_small_5agents_mixed_phenotype_oracle,49,12,1103,0,0.8000,0.0163,1103,0.8319,0,0,0.0406,0.0000
1354,mlpppo_small_5agents_mixed_phenotype_oracle,50,2,857,0,1.0000,0.0000,857,0.8221,0,0,0.1207,0.0000
1355,mlpppo_small_5agents_mixed_phenotype_oracle,44,6,1103,0,0.6000,0.0909,1104,0.8534,0,0,0.0776,0.0000
1356,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,795,0,1.0000,0.0000,797,0.8290,0,0,0.1128,0.0000
1357,mlpppo_small_5agents_mixed_phenotype_oracle,49,8,1106,0,0.8000,0.0163,1107,0.8517,0,0,0.0531,0.0000
1358,mlpppo_small_5agents_mixed_phenotype_oracle,43,5,1065,0,0.8000,0.1302,1068,0.8482,0,0,0.0723,0.0000
1359,mlpppo_small_5agents_mixed_phenotype_oracle,45,17,1152,0,0.6000,0.0800,1150,0.8893,0,0,0.1095,0.0000
1360,mlpppo_small_5agents_mixed_phenotype_oracle,42,5,989,0,0.8000,0.1524,989,0.8767,0,0,0.1674,0.0000
1361,mlpppo_small_5agents_mixed_phenotype_oracle,50,9,1014,0,1.0000,0.0000,1016,0.8040,0,0,0.0290,0.0000
1362,mlpppo_small_5agents_mixed_phenotype_oracle,50,1,751,0,1.0000,0.0000,755,0.7801,0,0,0.0870,0.0000
1363,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,1053,0,1.0000,0.0000,1053,0.8286,0,0,0.0972,0.0000
1364,mlpppo_small_5agents_mixed_phenotype_oracle,48,8,1092,0,0.8000,0.0333,1096,0.8448,0,0,0.0352,0.0000
1365,mlpppo_small_5agents_mixed_phenotype_oracle,50,4,777,0,1.0000,0.0000,777,0.7855,0,0,0.1082,0.0000
1366,mlpppo_small_5agents_mixed_phenotype_oracle,50,8,936,0,1.0000,0.0000,940,0.8279,0,0,0.0744,0.0000
1367,mlpppo_small_5agents_mixed_phenotype_oracle,42,4,1039,0,0.8000,0.1524,1041,0.8679,0,0,0.0410,0.0000
1368,mlpppo_small_5agents_mixed_phenotype_oracle,49,8,1167,0,0.8000,0.0163,1171,0.8641,0,0,0.0422,0.0000
1369,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,730,0,1.0000,0.0000,730,0.8009,0,0,0.0586,0.0000
1370,mlpppo_small_5agents_mixed_phenotype_oracle,49,4,946,0,0.8000,0.0163,946,0.8189,0,0,0.0626,0.0000
1371,mlpppo_small_5agents_mixed_phenotype_oracle,49,4,922,0,0.8000,0.0163,924,0.8252,0,0,0.1229,0.0000
1372,mlpppo_small_5agents_mixed_phenotype_oracle,48,6,1076,0,0.6000,0.0250,1074,0.8607,0,0,0.0800,0.0000
1373,mlpppo_small_5agents_mixed_phenotype_oracle,50,5,1077,0,1.0000,0.0000,1079,0.8106,0,0,0.0291,0.0000
1374,mlpppo_small_5agents_mixed_phenotype_oracle,48,7,1083,0,0.8000,0.0333,1083,0.8289,0,0,0.0558,0.0000
1375,mlpppo_small_5agents_mixed_phenotype_oracle,44,5,1206,0,0.6000,0.0909,1206,0.8724,0,0,0.0859,0.0000
1376,mlpppo_small_5agents_mixed_phenotype_oracle,50,2,668,0,1.0000,0.0000,671,0.7571,0,0,0.0959,0.0000
1377,mlpppo_small_5agents_mixed_phenotype_oracle,49,6,959,0,0.8000,0.0163,961,0.7793,0,0,0.1602,0.0000
1378,mlpppo_small_5agents_mixed_phenotype_oracle,46,3,1189,0,0.6000,0.0522,1191,0.8872,0,0,0.1065,0.0000
