arm,seed,window_end,success
wt_hebbian_atlas,2,1500,30.00
wt_hebbian_atlas,3,250,10.00
wt_hebbian_atlas,3,500,9.20
wt_hebbian_atlas,3,750,4.80
wt_hebbian_atlas,3,1000,7.60
wt_hebbian_atlas,4,250,2.80
wt_hebbian_atlas,4,500,6.40
wt_hebbian_atlas,4,750,6.40
wt_hebbian_atlas,4,1000,7.60
wt_hebbian_atlas,5,250,10.80
wt_hebbian_atlas,5,500,11.60
wt_hebbian_atlas,5,750,11.20
wt_hebbian_atlas,5,1000,13.20
wt_hebbian_atlas,6,250,30.40
wt_hebbian_atlas,6,500,33.60
wt_hebbian_atlas,6,750,29.60
wt_hebbian_atlas,6,1000,28.40
wt_hebbian_atlas,7,250,1.60
wt_hebbian_atlas,7,500,1.20
wt_hebbian_atlas,7,750,1.20
wt_hebbian_atlas,7,1000,1.60
wt_hebbian_atlas,8,250,3.60
wt_hebbian_atlas,8,500,5.60
wt_hebbian_atlas,8,750,3.20
wt_hebbian_atlas,8,1000,3.20
wt_hebbian_atlas,9,250,16.00
wt_hebbian_atlas,9,500,38.40
wt_hebbian_atlas,9,750,50.80
wt_hebbian_atlas,9,1000,50.40
wt_hebbian_atlas,10,250,3.60
wt_hebbian_atlas,10,500,3.60
wt_hebbian_atlas,10,750,2.00
wt_hebbian_atlas,10,1000,5.60
wt_hebbian_atlas,11,250,2.40
wt_hebbian_atlas,11,500,0.80
wt_hebbian_atlas,11,750,2.00
wt_hebbian_atlas,11,1000,1.20
wt_hebbian_atlas,12,250,4.40
wt_hebbian_atlas,12,500,2.40
wt_hebbian_atlas,12,750,1.60
wt_hebbian_atlas,12,1000,1.60
wt_hebbian_atlas,13,250,0.80
wt_hebbian_atlas,13,500,0.00
wt_hebbian_atlas,13,750,0.40
wt_hebbian_atlas,13,1000,1.20
wt_hebbian_atlas,14,250,2.00
wt_hebbian_atlas,14,500,1.60
wt_hebbian_atlas,14,750,2.00
wt_hebbian_atlas,14,1000,2.00
wt_hebbian_atlas,15,250,1.60
wt_hebbian_atlas,15,500,1.20
wt_hebbian_atlas,15,750,1.60
wt_hebbian_atlas,15,1000,0.40
wt_hebbian_atlas,16,250,49.60
wt_hebbian_atlas,16,500,56.40
wt_hebbian_atlas,16,750,60.80
wt_hebbian_atlas,16,1000,56.80
rn_hebbian_atlas,1,250,0.40
rn_hebbian_atlas,1,500,0.40
rn_hebbian_atlas,1,750,0.00
rn_hebbian_atlas,1,1000,0.00
rn_hebbian_atlas,2,250,21.20
rn_hebbian_atlas,2,500,10.00
rn_hebbian_atlas,2,750,11.20
rn_hebbian_atlas,2,1000,10.80
rn_hebbian_atlas,3,250,22.80
rn_hebbian_atlas,3,500,18.40
rn_hebbian_atlas,3,750,16.00
rn_hebbian_atlas,3,1000,18.80
rn_hebbian_atlas,4,250,18.00
rn_hebbian_atlas,4,500,16.80
rn_hebbian_atlas,4,750,18.40
rn_hebbian_atlas,4,1000,15.60
rn_hebbian_atlas,4,1250,18.00
rn_hebbian_atlas,4,1500,15.20
rn_hebbian_atlas,5,250,10.80
rn_hebbian_atlas,5,500,9.60
rn_hebbian_atlas,5,750,6.00
rn_hebbian_atlas,5,1000,9.60
rn_hebbian_atlas,6,250,5.20
rn_hebbian_atlas,6,500,2.00
rn_hebbian_atlas,6,750,1.60
rn_hebbian_atlas,6,1000,5.20
rn_hebbian_atlas,7,250,2.00
rn_hebbian_atlas,7,500,1.20
rn_hebbian_atlas,7,750,1.60
rn_hebbian_atlas,7,1000,1.20
rn_hebbian_atlas,8,250,3.20
rn_hebbian_atlas,8,500,2.00
rn_hebbian_atlas,8,750,3.20
rn_hebbian_atlas,8,1000,3.20
rn_hebbian_atlas,9,250,23.20
rn_hebbian_atlas,9,500,14.40
rn_hebbian_atlas,9,750,7.60
rn_hebbian_atlas,9,1000,9.60
rn_hebbian_atlas,10,250,18.40
rn_hebbian_atlas,10,500,18.80
rn_hebbian_atlas,10,750,10.80
rn_hebbian_atlas,10,1000,20.40
rn_hebbian_atlas,11,250,3.20
rn_hebbian_atlas,11,500,3.20
rn_hebbian_atlas,11,750,4.80
rn_hebbian_atlas,11,1000,2.40
rn_hebbian_atlas,12,250,0.40
rn_hebbian_atlas,12,500,1.20
rn_hebbian_atlas,12,750,0.40
rn_hebbian_atlas,12,1000,0.80
rn_hebbian_atlas,13,250,6.40
rn_hebbian_atlas,13,500,5.60
rn_hebbian_atlas,13,750,1.60
rn_hebbian_atlas,13,1000,3.60
rn_hebbian_atlas,14,250,0.80
rn_hebbian_atlas,14,500,0.40
rn_hebbian_atlas,14,750,1.20
rn_hebbian_atlas,14,1000,2.00
rn_hebbian_atlas,15,250,44.40
rn_hebbian_atlas,15,500,51.20
rn_hebbian_atlas,15,750,42.80
rn_hebbian_atlas,15,1000,42.40
rn_hebbian_atlas,16,250,0.40
rn_hebbian_atlas,16,500,0.80
rn_hebbian_atlas,16,750,0.40
rn_hebbian_atlas,16,1000,0.00
wt_hebbian_dale,1,250,4.80
wt_hebbian_dale,1,500,7.20
wt_hebbian_dale,1,750,5.60
wt_hebbian_dale,1,1000,2.40
wt_hebbian_dale,2,250,14.40
wt_hebbian_dale,2,500,15.20
wt_hebbian_dale,2,750,20.00
wt_hebbian_dale,2,1000,17.60
wt_hebbian_dale,3,250,4.40
wt_hebbian_dale,3,500,3.60
wt_hebbian_dale,3,750,6.40
wt_hebbian_dale,3,1000,5.60
wt_hebbian_dale,4,250,2.40
wt_hebbian_dale,4,500,4.80
wt_hebbian_dale,4,750,4.00
wt_hebbian_dale,4,1000,6.80
wt_hebbian_dale,5,250,10.80
wt_hebbian_dale,5,500,8.80
wt_hebbian_dale,5,750,8.80
wt_hebbian_dale,5,1000,12.00
wt_hebbian_dale,6,250,26.40
wt_hebbian_dale,6,500,32.80
wt_hebbian_dale,6,750,30.40
wt_hebbian_dale,6,1000,26.80
wt_hebbian_dale,7,250,1.20
wt_hebbian_dale,7,500,0.80
wt_hebbian_dale,7,750,1.20
wt_hebbian_dale,7,1000,1.20
wt_hebbian_dale,8,250,4.80
wt_hebbian_dale,8,500,3.20
wt_hebbian_dale,8,750,2.80
wt_hebbian_dale,8,1000,2.00
wt_hebbian_dale,9,250,5.20
wt_hebbian_dale,9,500,4.80
wt_hebbian_dale,9,750,3.60
wt_hebbian_dale,9,1000,2.40
wt_hebbian_dale,10,250,2.40
wt_hebbian_dale,10,500,1.60
wt_hebbian_dale,10,750,2.40
wt_hebbian_dale,10,1000,4.00
wt_hebbian_dale,11,250,1.60
wt_hebbian_dale,11,500,0.80
wt_hebbian_dale,11,750,1.60
wt_hebbian_dale,11,1000,1.60
wt_hebbian_dale,12,250,2.80
wt_hebbian_dale,12,500,1.60
wt_hebbian_dale,12,750,2.80
wt_hebbian_dale,12,1000,2.00
wt_hebbian_dale,13,250,0.80
wt_hebbian_dale,13,500,0.40
wt_hebbian_dale,13,750,1.20
wt_hebbian_dale,13,1000,0.40
wt_hebbian_dale,14,250,2.40
wt_hebbian_dale,14,500,0.80
wt_hebbian_dale,14,750,1.60
wt_hebbian_dale,14,1000,1.60
wt_hebbian_dale,15,250,2.80
wt_hebbian_dale,15,500,0.80
wt_hebbian_dale,15,750,0.40
wt_hebbian_dale,15,1000,1.60
wt_hebbian_dale,16,250,66.00
wt_hebbian_dale,16,500,59.60
wt_hebbian_dale,16,750,56.80
wt_hebbian_dale,16,1000,59.60
rn_hebbian_dale,1,250,0.00
rn_hebbian_dale,1,500,0.00
rn_hebbian_dale,1,750,0.00
rn_hebbian_dale,1,1000,1.60
rn_hebbian_dale,2,250,33.20
rn_hebbian_dale,2,500,31.20
rn_hebbian_dale,2,750,28.00
rn_hebbian_dale,2,1000,33.20
rn_hebbian_dale,3,250,0.40
rn_hebbian_dale,3,500,0.80
rn_hebbian_dale,3,750,1.60
rn_hebbian_dale,3,1000,1.20
rn_hebbian_dale,4,250,0.80
rn_hebbian_dale,4,500,0.40
rn_hebbian_dale,4,750,0.80
rn_hebbian_dale,4,1000,0.40
rn_hebbian_dale,5,250,12.40
rn_hebbian_dale,5,500,10.80
rn_hebbian_dale,5,750,7.60
rn_hebbian_dale,5,1000,12.80
rn_hebbian_dale,6,250,0.00
rn_hebbian_dale,6,500,0.80
rn_hebbian_dale,6,750,0.40
rn_hebbian_dale,6,1000,0.80
rn_hebbian_dale,7,250,2.00
rn_hebbian_dale,7,500,0.80
rn_hebbian_dale,7,750,2.40
rn_hebbian_dale,7,1000,2.40
rn_hebbian_dale,8,250,2.40
rn_hebbian_dale,8,500,0.80
rn_hebbian_dale,8,750,3.20
rn_hebbian_dale,8,1000,0.80
rn_hebbian_dale,9,250,16.40
rn_hebbian_dale,9,500,14.40
rn_hebbian_dale,9,750,14.00
rn_hebbian_dale,9,1000,18.00
rn_hebbian_dale,10,250,38.80
rn_hebbian_dale,10,500,43.20
rn_hebbian_dale,10,750,36.00
rn_hebbian_dale,10,1000,35.60
rn_hebbian_dale,11,250,10.00
rn_hebbian_dale,11,500,14.00
rn_hebbian_dale,11,750,15.60
rn_hebbian_dale,11,1000,17.20
rn_hebbian_dale,12,250,1.20
rn_hebbian_dale,12,500,1.20
rn_hebbian_dale,12,750,0.40
rn_hebbian_dale,12,1000,0.80
rn_hebbian_dale,13,250,3.60
rn_hebbian_dale,13,500,4.80
rn_hebbian_dale,13,750,3.20
rn_hebbian_dale,13,1000,4.00
rn_hebbian_dale,14,250,26.80
rn_hebbian_dale,14,500,25.20
rn_hebbian_dale,14,750,27.60
rn_hebbian_dale,14,1000,34.40
rn_hebbian_dale,15,250,7.20
rn_hebbian_dale,15,500,16.40
rn_hebbian_dale,15,750,14.00
rn_hebbian_dale,15,1000,9.60
rn_hebbian_dale,16,250,16.40
rn_hebbian_dale,16,500,18.00
rn_hebbian_dale,16,750,19.60
rn_hebbian_dale,16,1000,14.40
