run,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
1,15,0,1479,0,0.0000,0.4867,0,0.6528,0,0,0.0893,0.0000
2,25,0,1754,0,0.0000,0.4680,0,0.6417,0,0,0.5712,0.0000
3,23,0,1873,0,0.0000,0.5174,0,0.7122,0,0,0.5732,0.0000
4,30,1,2150,0,0.0000,0.4533,0,0.7156,0,0,0.3680,0.0000
5,34,0,2359,0,0.0000,0.3000,0,0.7682,0,0,0.4083,0.0000
6,52,1,2254,0,0.1000,0.3500,0,0.7171,0,0,0.2087,0.0000
7,51,4,2528,0,0.1000,0.2804,0,0.7393,0,0,0.1132,0.0000
8,53,4,2413,0,0.0000,0.2547,0,0.7443,0,0,0.3081,0.0000
9,54,5,2610,0,0.0000,0.2444,0,0.7598,0,0,0.2030,0.0000
10,64,2,2177,0,0.4000,0.2969,0,0.7068,0,0,0.3344,0.0000
11,76,4,2596,0,0.3000,0.1368,0,0.7427,0,0,0.1321,0.0000
12,74,6,2591,0,0.3000,0.1676,0,0.7737,0,0,0.1072,0.0000
13,72,3,2605,0,0.2000,0.1389,0,0.7554,0,0,0.1218,0.0000
14,62,7,2700,0,0.1000,0.1742,0,0.7777,0,0,0.1529,0.0000
15,66,3,2658,0,0.3000,0.1909,0,0.7536,0,0,0.1243,0.0000
16,67,6,2535,0,0.3000,0.2582,0,0.7483,0,0,0.1929,0.0000
17,59,2,2529,0,0.2000,0.3068,0,0.7698,0,0,0.1944,0.0000
18,67,7,2484,0,0.3000,0.2224,0,0.7383,0,0,0.1503,0.0000
19,76,11,2461,0,0.5000,0.2105,0,0.7687,0,0,0.1927,0.0000
20,65,6,2719,0,0.1000,0.1892,0,0.7758,0,0,0.1275,0.0000
21,78,3,2556,0,0.2000,0.1256,0,0.7540,0,0,0.1082,0.0000
