run,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
123,50,3,752,0,1.0000,0.0000,0,0.7758,0,0,0.0248,0.0000
124,44,5,1328,0,0.4000,0.0818,0,0.8259,0,0,0.0913,0.0000
125,47,4,807,0,0.6000,0.0426,0,0.8281,0,0,0.0424,0.0000
126,46,7,967,0,0.8000,0.0696,0,0.7966,0,0,0.0344,0.0000
127,47,6,959,0,0.8000,0.0511,0,0.7874,0,0,0.0265,0.0000
128,50,0,687,0,1.0000,0.0000,0,0.7622,0,0,0.0765,0.0000
129,50,3,824,0,1.0000,0.0000,0,0.7499,0,0,0.0686,0.0000
130,50,6,822,0,1.0000,0.0000,0,0.7766,0,0,0.0468,0.0000
131,50,3,689,0,1.0000,0.0000,0,0.7712,0,0,0.1229,0.0000
132,50,2,1055,0,1.0000,0.0000,0,0.8044,0,0,0.0378,0.0000
133,50,2,802,0,1.0000,0.0000,0,0.7543,0,0,0.0367,0.0000
134,50,0,922,0,1.0000,0.0000,0,0.8287,0,0,0.0240,0.0000
135,49,4,1015,0,0.8000,0.0163,0,0.7832,0,0,0.0233,0.0000
136,50,3,776,0,1.0000,0.0000,0,0.7840,0,0,0.1018,0.0000
137,50,2,907,0,1.0000,0.0000,0,0.7841,0,0,0.0692,0.0000
138,50,7,851,0,1.0000,0.0000,0,0.8256,0,0,0.1279,0.0000
139,44,1,1073,0,0.6000,0.0818,0,0.8120,0,0,0.0467,0.0000
140,48,5,964,0,0.8000,0.0333,0,0.7995,0,0,0.1031,0.0000
141,50,2,840,0,1.0000,0.0000,0,0.7716,0,0,0.0419,0.0000
142,41,4,912,0,0.8000,0.1756,0,0.8273,0,0,0.2481,0.0000
143,50,6,614,0,1.0000,0.0000,0,0.7671,0,0,0.1045,0.0000
144,49,5,1004,0,0.8000,0.0163,0,0.8195,0,0,0.0980,0.0000
145,47,5,1008,0,0.8000,0.0511,0,0.8215,0,0,0.0830,0.0000
146,46,1,1118,0,0.6000,0.0522,0,0.8318,0,0,0.1353,0.0000
147,46,4,931,0,0.8000,0.0696,0,0.8231,0,0,0.0720,0.0000
148,49,2,863,0,0.8000,0.0163,0,0.8084,0,0,0.0783,0.0000
149,48,2,818,0,0.8000,0.0333,0,0.7539,0,0,0.0657,0.0000
150,43,1,713,0,0.8000,0.1302,0,0.7950,0,0,0.0518,0.0000
151,46,14,969,0,0.8000,0.0696,0,0.8172,0,0,0.0849,0.0000
152,50,2,770,0,1.0000,0.0000,0,0.7824,0,0,0.0288,0.0000
153,50,3,930,0,1.0000,0.0000,0,0.8086,0,0,0.1494,0.0000
154,41,4,598,0,0.8000,0.1756,0,0.7587,0,0,0.2990,0.0000
155,46,7,956,0,0.8000,0.0696,0,0.8036,0,0,0.1330,0.0000
156,50,0,775,0,1.0000,0.0000,0,0.7833,0,0,0.1124,0.0000
157,44,6,923,0,0.8000,0.1091,0,0.7463,0,0,0.0395,0.0000
158,44,5,797,0,0.8000,0.1091,0,0.8077,0,0,0.1109,0.0000
159,48,5,827,0,0.8000,0.0333,0,0.7183,0,0,0.0827,0.0000
160,41,4,732,0,0.8000,0.1756,0,0.6875,0,0,0.2268,0.0000
161,40,2,595,0,0.8000,0.2000,0,0.7165,0,0,0.0901,0.0000
162,48,1,684,0,0.8000,0.0333,0,0.7366,0,0,0.1003,0.0000
163,43,2,1084,0,0.6000,0.1116,0,0.7810,0,0,0.1071,0.0000
164,50,5,837,0,1.0000,0.0000,0,0.7916,0,0,0.1067,0.0000
165,44,8,1138,0,0.6000,0.0818,0,0.8082,0,0,0.0585,0.0000
166,43,3,1091,0,0.6000,0.1116,0,0.8116,0,0,0.0356,0.0000
167,42,2,800,0,0.8000,0.1524,0,0.7207,0,0,0.0870,0.0000
168,47,5,787,0,0.8000,0.0511,0,0.7711,0,0,0.0724,0.0000
169,45,1,804,0,0.8000,0.0889,0,0.8057,0,0,0.0362,0.0000
170,50,1,600,0,1.0000,0.0000,0,0.7444,0,0,0.1176,0.0000
171,50,3,953,0,1.0000,0.0000,0,0.7936,0,0,0.1254,0.0000
172,49,3,947,0,0.8000,0.0163,0,0.7595,0,0,0.0251,0.0000
173,50,2,1035,0,1.0000,0.0000,0,0.8419,0,0,0.0677,0.0000
