run,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
3363,50,4,1016,0,1.0000,0.0000,0,0.8436,0,0,0.0396,0.0000
3364,48,7,1055,0,0.8000,0.0333,0,0.8019,0,0,0.1013,0.0000
3365,50,5,1049,0,1.0000,0.0000,0,0.8450,0,0,0.0914,0.0000
3366,50,7,714,0,1.0000,0.0000,0,0.7450,0,0,0.1236,0.0000
3367,49,4,1009,0,0.8000,0.0163,0,0.8286,0,0,0.0949,0.0000
3368,49,5,952,0,0.8000,0.0163,0,0.8470,0,0,0.0845,0.0000
3369,50,5,1036,0,1.0000,0.0000,0,0.8452,0,0,0.0766,0.0000
3370,50,3,834,0,1.0000,0.0000,0,0.8079,0,0,0.1345,0.0000
3371,44,3,1008,0,0.6000,0.1000,0,0.8170,0,0,0.0405,0.0000
3372,50,9,898,0,1.0000,0.0000,0,0.8406,0,0,0.0364,0.0000
3373,45,4,1177,0,0.6000,0.0711,0,0.8753,0,0,0.0645,0.0000
3374,47,9,1215,0,0.8000,0.0511,0,0.8644,0,0,0.0503,0.0000
3375,50,6,1216,0,1.0000,0.0000,0,0.8609,0,0,0.0800,0.0000
3376,48,5,1207,0,0.6000,0.0250,0,0.8235,0,0,0.0753,0.0000
3377,50,6,930,0,1.0000,0.0000,0,0.8061,0,0,0.0295,0.0000
3378,45,5,1189,0,0.4000,0.0622,0,0.8449,0,0,0.0888,0.0000
3379,45,6,1278,0,0.6000,0.0800,0,0.8864,0,0,0.0892,0.0000
3380,50,5,1054,0,1.0000,0.0000,0,0.8397,0,0,0.1083,0.0000
3381,50,1,1064,0,1.0000,0.0000,0,0.8436,0,0,0.0298,0.0000
3382,48,9,1151,0,0.6000,0.0250,0,0.8330,0,0,0.0565,0.0000
3383,48,8,965,0,0.8000,0.0333,0,0.8246,0,0,0.0607,0.0000
3384,44,8,1219,0,0.6000,0.0909,0,0.8751,0,0,0.0542,0.0000
3385,50,7,942,0,1.0000,0.0000,0,0.7880,0,0,0.0144,0.0000
3386,48,10,891,0,0.8000,0.0333,0,0.8102,0,0,0.1068,0.0000
3387,50,7,916,0,1.0000,0.0000,0,0.8016,0,0,0.1343,0.0000
3388,50,5,1045,0,1.0000,0.0000,0,0.8262,0,0,0.0602,0.0000
3389,49,8,1030,0,0.8000,0.0163,0,0.8502,0,0,0.0530,0.0000
3390,44,6,1235,0,0.4000,0.0727,0,0.8804,0,0,0.0965,0.0000
3391,44,4,1294,0,0.6000,0.1000,0,0.8743,0,0,0.0971,0.0000
3392,49,6,971,0,0.8000,0.0163,0,0.8215,0,0,0.0710,0.0000
3393,49,5,1248,0,0.8000,0.0163,0,0.8638,0,0,0.1283,0.0000
3394,48,11,1057,0,0.8000,0.0333,0,0.8584,0,0,0.1218,0.0000
3395,47,6,1193,0,0.8000,0.0511,0,0.8521,0,0,0.1176,0.0000
3396,49,4,1133,0,0.8000,0.0163,0,0.8356,0,0,0.1111,0.0000
3397,46,11,1185,0,0.6000,0.0609,0,0.8981,0,0,0.0143,0.0000
3398,48,6,1366,0,0.8000,0.0333,0,0.8796,0,0,0.1432,0.0000
3399,49,10,1049,0,0.8000,0.0163,0,0.8586,0,0,0.0894,0.0000
3400,50,10,1049,0,1.0000,0.0000,0,0.8438,0,0,0.0755,0.0000
3401,47,5,916,0,0.8000,0.0511,0,0.8735,0,0,0.0491,0.0000
3402,47,10,1390,0,0.6000,0.0426,0,0.8939,0,0,0.1389,0.0000
3403,50,7,1095,0,1.0000,0.0000,0,0.8748,0,0,0.1317,0.0000
3404,50,5,899,0,1.0000,0.0000,0,0.8183,0,0,0.0814,0.0000
3405,48,3,1118,0,0.8000,0.0333,0,0.8362,0,0,0.0878,0.0000
3406,45,12,1326,0,0.8000,0.0889,0,0.8742,0,0,0.0937,0.0000
3407,48,9,1285,0,0.8000,0.0333,0,0.8405,0,0,0.0625,0.0000
3408,43,2,1191,0,0.6000,0.1209,0,0.8615,0,0,0.0709,0.0000
3409,50,3,833,0,1.0000,0.0000,0,0.7768,0,0,0.0508,0.0000
3410,48,5,968,0,0.8000,0.0333,0,0.8567,0,0,0.0812,0.0000
3411,48,2,1029,0,0.8000,0.0333,0,0.8454,0,0,0.1067,0.0000
3412,43,7,1092,0,0.6000,0.1116,0,0.8564,0,0,0.0420,0.0000
3413,46,10,1152,0,0.6000,0.0609,0,0.8868,0,0,0.0610,0.0000
3414,49,7,1108,0,0.8000,0.0163,0,0.8618,0,0,0.1104,0.0000
3415,45,6,1100,0,0.6000,0.0711,0,0.8428,0,0,0.0947,0.0000
